Question,Option1,Option2,Option3,Option4,Option5,Option6,"Correct Option
(Note:- if correct option is Option1 then insert 1)",Category Name,Marks
"Which of the following are the recommendations from AWS when migrating a legacy
application which is hosted on a virtual machine in an on-premise location?
Choose 2 options from the below:",Use a NAT instance to route traffic from the instance in the VPC.,Use a Static IP address on the VPC instance,"Use entries in Amazon Route 53 that allow the Instance to resolve its
dependencies’ IP addresses on the on-premise location",Use the VM Import facility provided by aws.,,,3&4,Professional,5
"Your team is building up a smart home iOS APP. The end users have used your company’s
camera-equipped home devices such as baby monitors, webcams, and home surveillance
systems. Then the videos are uploaded to AWS Kinesis. Afterwards, through the mobile
APP, users can play the on-demand or live videos using the format of HTTP Live
Streaming (HLS). Which combinations of steps should you use accomplish this task?
(Select TWO)","Create a Kinesis Data Firehose to ingest, durably store and encrypt the live
videos from the users’ home devices.","Create a Kinesis video stream to capture, store, and index the videos
from the camera-equipped home devices.","Transform the stream data to HLS compatible data by using Kinesis Data
Analytics or customer code in EC2/Lambda. Then in the mobile application,
use HLS protocol to display the video stream by using the converted HLS
streaming data.","In the mobile application, use HLS to display the video stream by using
the HLS streaming session URL.",,,2&4,Professional,5
"An IOT company has a new product which is a camera device. The device has installed
several sensors and can record video as required. The device has AWS Kinesis Video
Streams SDK in the software and is able to transmit recorded video in real time to AWS
Kinesis. Then the end users can use a desktop or web client to view, download or share
the video stream. The client app should be simple and use a third-party player such as
Google Shaka Player to display the video stream from Kinesis. How should the client app
be designed?","The client can use HTTP Live Streaming (HLS) for live playback. Use
GetMedia API to process and play Kinesis video streams.","The client can use HLS for live playback. Use
GetHLSStreamingSessionURL API to retrieve the HLS streaming
session URL then provide the URL to the video player.","The client can use Adobe HTTP Dynamic Streaming (HDS) for live playback.
Use GetHDSStreamingSessionURL API to retrieve the HDS streaming
session URL then provide the URL to the video player.","The client can use Microsoft Smooth Streaming (MSS) for live playback.
Use GetMSSStreaming API to retrieve the MSS streaming to the video
player.",,,2,Professional,5
"Kinesis Video Streams can capture massive amounts of live video data from millions of
sources including smartphones, security cameras, webcams, etc. To consume the video in
Kinesis Video Streams, there are two methods. The first is using the GetMedia API and the
second is using HTTP Live Streaming (HLS). For which of the following scenarios HLS
method should be recommended? (Select TWO)","A web application that is able to display the video stream using the
third-party player Video.js.","In order to process Kinesis video streams, a SAAS provider needs to build a
new video player which is integrated into their major online product.","Able to view only live video, not archived video.","Playback video by typing in the HLS streaming session URL in the
location bar of the Apple Safari browser for debug purpose",,,1&4,Professional,5
"When one creates an encrypted EBS volume and attach it to a supported instance type,
which of the following data types are encrypted?
Choose 3 options from the below:",Data at rest inside the volume,All data copied from the EBS volume to S3,All data moving between the volume and the instance,All snapshots created from the volume,,,1&3&4,Professional,5
"You are hired as an AWS solutions architect in a startup company. You notice that there
are some issues for the backup strategy of EC2 instances and there is no snapshot
lifecycle management at all. Users just create snapshots manually without a routine policy
to control. You want to suggest to use a proper EBS Snapshot Lifecycle policy. How would
you persuade your team lead to approve this suggestion? (Select TW","A snapshot lifecycle policy helps to retain backups as required by
auditors or internal complianc","An EBS Snapshot Lifecycle helps to protect valuable data by enforcing
a regular backup schedule","proper snapshot lifecycle policy is able to reduce storage costs as the
snapshots taken by the schedule policy are free","User can design their own schedule to backup snapshots according to
different requirements, such as every 1 week, 2 weeks etc",,,1&2,Professional,5
"A communication company has deployed several EC2 instances in region ap-southeast-1
which are used to monitor user activities. The AWS administrator has configured an EBS
lifecycle policy to create a snapshot every day for each EBS volume to preserve data. The
retention is configured as 5 which means the oldest snapshot will be deleted after 5 days.
The administrator plans to copy some snapshots to another region ap-southeast-2 as
these snapshots contain some important data. Are these new snapshots in the new region
retained with this method?","These new snapshots may be deleted after the retention period as they are
still affected by the retention policy.","These new snapshots can be kept only when they are copied to another
region otherwise they may be deleted by the retention policy. In this case,
the snapshots can be kept","These new snapshots can be kept as the retention schedule is not
carried over to the copy","The new snapshots in region ap-southeast-2 will be deleted after 5 days
unless the delete protection option is enabled",,,3,Professional,5
"An IT company has a big data analytics application that is deployed in EC2 in multiple
availability zones. These EC2 instances simultaneously access a shared Amazon EFS file
system using a traditional file permissions model. A recent internal security audit has
found that there is a potential security risk as the EFS file system is not encrypted for
either at rest or in transit. What actions could be taken to address the potential security
threat posed by non encryption of the EFS volume?","The encryption of data at rest has to be enabled when the Amazon
EFS file system is created. The encryption of data in transit can be
enabled when the file system is mounted in EC2 instance","The encryption of data at rest and in transit can be enabled when the
Amazon EFS file system is created.","The encryption of data at rest and in transit can only be enabled when the
Amazon EFS file system is mounted in EC2 instance.","The encryption of data at rest is able to be enabled when the Amazon EFS
file system is mounted in EC2 instance. The encryption of data in transit is
enabled when the EFS file system is created using AWS console or CLI.",,,1,Professional,5
"An International company has deployed a multi-tier web application that relies on
DynamoDB in a single region. For regulatory reasons they need disaster recovery
capability in a separate region with a Recovery Time Objective of 2 hours and a Recovery
Point Objective of 24 hours. They should synchronize their data on a regular basis and be
able to provision a web application rapidly using CloudFormation. The objective is to
minimize changes to the existing web application, control the throughput of DynamoDB
used for the synchronization of data.
Which design would you choose to meet these requirements?","Use AWS Data Pipeline to schedule a DynamoDB cross region copy once a
day, create a “Last updated” attribute in your DynamoDB table that would
represent the timestamp of the last update and use it as a filter.","Use EMR and write a custom script to retrieve data from DynamoDB in the
current region using a SCAN operation and push it to DynamoDB in the
second region.","Use AWS data pipeline to schedule an export of the DynamoDB table
to S3 in the current region once a day then schedule another task
immediately after it that will import data from S3 to DynamoDB in the
other region.","Send each item into an SQS queue in the second region; use an autoscaling
group behind the SQS queue to replay the write in the second
region.",,,3,Professional,5
"For application development and testing purpose, your team has created several EFS
volumes recently. You, as the AWS operation engineer, have been assigned a task to
mount these EFS file systems to EC2 linux instances with encryption enabled in transit.
You have already installed the EFS mount helper in the instances. To use the mount
helper properly to mount the EFS volumes, which actions should you perform? (Select
THREE)","Get that EFS file system's ID from the console or programmatically
through the Amazon EFS API.","Make sure that the security group of EC2 instances has opened the port 443
for SSL traffic.","In your virtual private cloud (VPC) availability zones of EC2 instances,
mount targets are needed to be created first for EFS volumes","In the EC2’s subnets, create a rule in network ACL to allow HTTPS traffic so
that encryption in transit between EC2 and EFS file system is allowed","When the mount helper utility is used, add the encryption option which
is “-o tls”.",,1&3&5,Professional,5
"You are an AWS consultant in an IT company. Your development manager just assigned
you a task to evaluate if the EBS volume types of the EC2 instances were properly
configured in all regions. The major concern that you have found is that almost all EBS
volumes are using the Provisioned IOPS SSD (io1) volume type which costs the company a
lot. You plan to change the volume type from io1 to other types. However, for which
scenarios should you still use the EBS volume type of io1?","A boot volume of a test server which is frequently used by the Quality
Assurance team.","A Cassandra database which needs extremely low latency and high
performance when being processed.","A data warehouse server that contains huge amount of customer data. The
data needs to be accessed and analyzed by a monitor process frequently.","Some large and legacy cold data which is stored to trace customers’
activities in the past. The database requires fewer scans per day",,,2,Professional,5
"An AWS Solutions Architect has noticed that their company is using almost exclusively
EBS General Purpose SSD (gp2) volume types for their EBS volumes. They are considering
modifying the type of some of these volumes, but it is important that performance is not
affected. Which of the following actions could the Solutions Architect consider? (Select
TWO)","A 50GB gp2 root volume can be modified to an EBS Provisioned IOPS
SSD (io1) without stopping the instance.","A gp2 volume that is attached to an instance as a root volume needs can be
modified to a Throughput Optimized HDD (st1) volume.","A 1GB gp2 volume that is attached to an instance as a non-root volume can
be modified to a Cold HDD (sc1) volume.","A 1TB gp2 volume that is attached to an instance as a non-root volume
can be modified to a Throughput Optimized HDD (st1) volume without
stopping the instance or detaching the volume.",,,1&4,Professional,5
"Your team is working on a plant recognition application. After users upload photos of
plants, the application is able to provide their names and properties.
A MySQL database is deployed in EC2 using instance store as instance store-backed
storage is very fast in terms of reads and writes, which makes it optimal for running
MySQL. However, as instance store is an ephemeral volume, the database will be lost
when the instance stops or terminated. How should the team design the disaster recovery
plan for the MySQL database in EC2? (Select TWO)","Back up individual files instead of, or in addition to, backing up the
whole instance store volume to an EBS volume or S3.","Create a new EBS volume and attach the volume to EC2. Migrate the
MySQL database to the EBS volume using some disk management or
migration tool.","In the EC2 AWS console, select the instance -> Actions -> Image -> Create
Image. Then the created AMI is able to backup the MySQL data in the
instance store","Create snapshots for the instance store volume where the MySQL database
resides. Copy the snapshots to other regions for further backup",,,1&2,Professional,5
"A video provider has a big proportion of EC2 instance store volumes as many of their
workloads require super fast disk IO. Compared with EBS counterparts, instance store
volumes are physically attached to the host and have better performance. However, they
still need to work out a suitable method to backup instance store volumes. Are they able
to create AMI as a backup solution?","No. Instance store volume cannot have AMI images which are only
available for EBS volumes","They can only create an AMI using AWS EC2 CLI command for instance
store volumes.","Yes. The AMI can be created by using AWS EC2 console, CLI or SDK for
instance store volumes.","Yes. The AMI CLI tools can be used to create a bundle for the volume
and upload it to S3. Then register the AMI to the file in the S3 bucket. A",,,4,Professional,5
"A media company is working on migrating its various on-premise products and services to
AWS platform. In one web service, MongoDB was used to store user subscription
information. The AWS cloud engineer has migrated this NoSQL database to DynamoDB in
AWS.
He is using Java AWS SDK to implement this. In his log system he has found that a large
number of ProvisionedThroughputExceededException is happening for this DynamoDB
table. How should he troubleshoot the issue and lower down the number of exceptions?
(Select TWO)","In Java AWS SDK, implement a retry mechanism to retry the request when
the exception ProvisionedThroughputExceededException happens.","Open the Amazon CloudWatch console and view performance metrics
for provisioned throughput vs. consumed throughput","In the CloudWatch console and view the
ProvisionedThroughputExceededException metrics to understand when it
happens.","Increase the provisioned read and write capacity and monitor the log
system.",,,2&4,Professional,5
"A large IT company has an on-premise website which provides real-estate information
such as renting, house prices and latest news to users. The website has a Java backend
and a NoSQL MongoDB database that is used to store subscribers data. You are a cloud
analyst and need to migrate the whole application to AWS platform. Your manager
requires that a similar structure should be deployed in AWS.
Moreover, a tracing framework is essential which can record data from both the client
request and the downstream call to the database in AWS. Which AWS services should you
choose to implement the migration?
Select 3 Options","Deploy an autoscaling group of Java backend servers to provide high
availability","Use RDS Aurora as the database for the subscriber data because it is highly
available and can scale up to 15 Read Replicas.","Create a DynamoDB database to hold subscriber data. Set up an
autoscaling policy for the read/write throughp","Use AWS X-Ray SDK to record data about incoming and outgoing
requests. View the statistics graph in X-Ray console","Trace the requests using AWS JAVA SDK and send logs to AWS
CloudWatch Events. Create a CloudWatch dashboard to view the statistics.",,1&3&4,Professional,5
"You work in a video game company and your team is working on a feature that tells how
many times that certain web pages have been viewed or clicked. You also created an
AWS Lambda function to show some key statistics of the data. You tested the Lambda
function and it worked perfectly.
However, your team lead requires you to show the statistics every day at 8:00AM GMT on
a big TV screen so that when employees come in to the office every morning, they have a
rough idea of how the feature runs. What is the most cost efficient and straightforward
way for you to make this happen","Create an AWS CloudWatch Events rule that is scheduled using a cron
expression as “00 08 * * ? *”. Configure the target as the Lambda
function.","Create an Amazon linux EC2 T2 instance and set up a Cron job using
Crontab. Use AWS CLI to call your AWS Lambda every 8:00AM.
] C.","Use Amazon Batch to set up a job with a job definition that runs every
8:00AM for the Lambda function.","In AWS CloudWatch Events console, click “Create Event” using the cron
expression “ * ? * * 08 00”. Configure the target as the Lambda function",,,1,Professional,5
"A company has its major business on selling second-hand products and its online trading
system is deployed on AWS EC2 instances. In Route53, a domain name has been
configured to route the traffic to a Classic Load Balancer. As Classic Load Balancer is quite
old and in AWS there are new types of Load Balancers which Classic Load Balancer can
be easily migrated to, the operation team decides to migrate the Load Balancer. They
want all the connections between clients and EC2 instances be kept secure using
certificates that they created and also want a secure data encryption in transit between
the clients and EC2 instances. Which choices should be used together to meet the needs?
Select 2 Options.","In “Create Load Balancer” console, create an Application Load Balancer and
add a listener with protocol TLS and port 443 so that the TLS connections
terminate at the Load Balancer","Go to the Load Balancer console, create a Network Load Balancer with
a listener that listens to the traffic with protocol as TLS and port as 443.","Create an Application Load Balancer with a listener that listens to the traffic
with protocol as HTTPS and port 80.","For the new Load Balancer, select the target protocol as HTTPS and port as
443, which set up the connections with targets securely","For the new Load Balancer, select the target protocol as TLS and port
as 443. As a result, the connections between Load Balancer and
targets are secure",,2&5,Professional,5
"You are an AWS solutions architect in a large IT company and your company has owned
several AWS accounts. By using IAM roles, the access to resources in other accounts is
granted. For example, users in Test account may switch role and operate on DynamoDB
resources that belong to Dev account.
For training purpose, you are responsible for preparing a document on how to switch roles
properly. Which conditions must be met for IAM users to switch roles successfully across
accounts? (Select TWO)",User is signed in as the AWS account non-root user.,The assuming entity has used multi-factor authentication (MFA) protection,The target account that user plans to switch to must use an alias.,User must be explicitly granted permission to assume the role,,,1&4,Professional,5
"A supermarket chain had a big data analysis system deployed in AWS. The system has the
raw data such as clickstream or process logs in S3. A m3.large EC2 instance transformed
the data to other formats and saved it to another S3 bucket. Amazon Redshift analysed the
data afterwards.
Your team is in charge of improving the system using AWS Glue which is a fully managed
ETL (extract, transform, and load) service. Which tasks can AWS Glue simplify during reestablishing
the big data system? (Select TWO","AWS Glue contains a crawler that connects to the S3 bucket and scans
the dataset. Then the service creates metadata tables in the data
catalog.","AWS Glue automatically generates code in Java to extract data from the
source and transform the data to match the target schema.","Be default, AWS Glue creates a scheduler to trigger the activated tasks
every minute","AWS Glue has a central metadata repository (data catalog). The data in
the catalog is available for analysis immediately",,,1&4,Professional,5
"Your company manages a high-end auctioning site. The members register their products
with the company and manage the actions related to the products. The application is built
using NodeJS and MongoDB. It also uses the Redis to cache the current auctioning data
and pub/sub to distribute the auction related events like bidding count and price
fluctuations.
The engineering team has decided to re-build the part of the bid processing module and
move it to a durable and scalable option instead of using the Redis pub/sub. With the new
design, the management also want the application to support the concurrent bidding,
which is currently limited to just one at a time as the bids need to be processed in order.
The engineering team thinks, after allowing concurrent auctioning, they will need to
support around 12,000-15000 transactions per minute. Please select 2 suitable options to
support the new redesign.",Use the SQS standard queue,"Use the SNS which is similar to the Redis pub/sub but supports unlimited
messages and scales automatically",Create and use the SQS FIFO queue,"Use the SQS FIFO queue with AWS Lambda, migrate the bid processing
module to the Lambda for auto-scaling","Use the auction event data for message group identifier for concurrent
processing within the FIFO queue",,3&5,Professional,5
"A Node.js software team has developed a recipe application that end-users can search
and share recipes. The team deployed the app in AWS EC2 instances with a network loadbalancer. A recent security audit has discovered an issue that the load balancer listener is
using TCP. That means the application is at a security risk and is prone to be threatened by
man in the middle attack. Which below choices are correct to help fix this issue? Select 2.","Modify the listener protocol to TLS and choose an existing certificate in
ACM (AWS Certificate Manager).","Change the listener protocol to HTTPS. Import a new certificate to ACM
(AWS Certificate Manager) and use it in the load balancer listener","Edit the listener by changing the protocol to TLS. Use an existing
certificate from IAM","Modify the listener protocol to SSL and choose an existing certificate in
KMS (AWS Key Management Service).","Edit the listener by changing the protocol to TLS. Upload a new key to
Secret Manager and link the key for the listener to use.",,1&3,Professional,5
"A customer is deploying an SSL enabled Web application on AWS and would like to
implement a separation of roles between the EC2 service administrators that are entitled
to login to Instances as well making API calls and the security officers who will maintain
and have exclusive access to the application's X.509 certificate that contains the private
key. Which configuration option would satisfy the above requirements?","Configure IAM policies authorizing access to the ACM certificate store
only to the security officer's and terminate SSL on the ELB.","Configure system permissions on the web servers to restrict access to the
certificate only to the authorized security officers","Upload the certificate on an S3 bucket owned by the security officers and
accessible only by the EC2 role of the web servers","Configure the web servers to retrieve the certificate upon boot from an
CloudHSM that is managed by the security officers",,,1,Professional,5
"Another team just transferred your team a task to maintain an AWS CodeBuild project that
aims for creating a docker image for the QA lab environment. Previously, this CodeBuild
project was triggered manually at about 20:00 every working day by a QA engineer, which
is not quite appropriate. You are considering setting up an automatic trigger for the project
and at the same time when the job runs, using a SNS topic to notify the team by email.
Which procedures should you use?","Configure a newly created CloudWatch Events rule that have a cron
expression of “0 20 ? * * *”. The targets for the rule include the CodeBuild
project name and the SNS topic.","Create a new CloudWatch Events rule that has a cron expression of “0
20 ? * MON-FRI *”. The targets for this rule are the CodeBuild project
ARN and the SNS topic name","Configure two new CloudWatch Events that have a cron expression of “0
20 ? * MON-FRI *”. The target for the first rule is the CodeBuild project ARN
and the trigger for the second rule is the SNS topic.","As AWS CloudWatch Events rule does not support CodeBuild service, an
EC2 or an on-premise lightweight server is required to schedule the docker
image build of the project. Use a new CloudWatch Events rule to schedule
the SNS notification.",,,2,Professional,5
"Your company runs a customer facing event registration site which is built with a 3-tier
architecture with web and application tier servers, and a MySQL database. The application
requires 6 web tier servers and 6 application tier servers for normal operation, but can run
on a minimum of 65% server capacity and a single MySQL database. When deploying this
application in a region with three availability zones (AZs) which architecture provides high
availability?","A web tier deployed across 2 AZs with 3 EC2 (Elastic Compute Cloud)
instances in each AZ inside an Auto Scaling Group behind an ELB (elastic
load balancer), an application tier deployed across 2 AZs with 3 EC2
instances in each AZ inside an Auto Scaling Group behind an ELB, and one
RDS (Relational Database Service) instance deployed with read replicas in
the other AZ","A web tier deployed across 3 AZs with 2 EC2 (Elastic Compute Cloud)
instances in each AZ inside an Auto Scaling Group behind an ELB (elastic
load balancer), an application tier deployed across 3 AZs with 2 EC2
instances in each AZ inside an Auto Scaling Group behind an ELB, and one
RDS (Relational Database Service) instance deployed with read replicas in
the two other AZs.","A web tier deployed across 2 AZs with 3 EC2 (Elastic Compute Cloud)
instances in each AZ inside an Auto Scaling Group behind an ELB (elastic
load balancer), an application tier deployed across 2 AZs with 3 EC2
instances m each AZ inside an Auto Scaling Group behind an ELB, and a
Multi-AZ RDS (Relational Database Service) deployment","A web tier deployed across 3 AZs with 2 EC2 (Elastic Compute Cloud)
instances in each AZ inside an Auto Scaling Group behind an ELB
(elastic load balancer), an application tier deployed across 3 AZs with
2 EC2 instances in each AZ inside an Auto Scaling Group behind an
ELB, and a Multi-AZ RDS (Relational Database services) deployment",,,4,Professional,5
"Your company has developed a suite of business analytics service as a SaaS application
which is used by hundreds of customers around the world. Recently there has been an
acquisition of a product and the management has decided to integrate the product with
the main service. The product also runs onto the AWS platform. The initial phase required
the product software to use some private resources of the main SaaS service.
The operations team created the Cross Account Role with the required policies and
assigned the role to the account so that they can start using the resources. After a few
days, the operations team found that someone deleted an important S3 bucket from their
production account which has caused the feature disruption across the service.
The management has asked the auditing team to inspect and identify the root cause of
the resource deletion based on the CloudTrail logs. Select the valid options through which
the auditing team can identify who deleted the resources.","Auditing team will need the CloudTrail logs detail of both the SaaS and
the product AWS accounts as the call was made from the product
application’s AWS account"," Auditing team can find the detail only from the SaaS application’s AWS
account, as the bucket was part of that account","Look for the DeleteBucket API record into the SaaS application’s AWS
account CloudTrail logs, it should have a user Id and the bucket detail as
part of the log detail","Look for the sharedEventId and the userIdentity for the DeleteBucket
API event in both the AWS accounts","Look for the sharedEventId and the userIdentity for the AssumeRole API
event in both the AWS accounts",,1&4,Professional,5
"Your company runs a successful medical sampling application onto the AWS cloud and
uses a variety of AWS services like EC2, EBS, S3, DynamoDB, etc. Due to the nature of
their business, they have an internal audit and compliance team which regularly audits the
security posture and takes up various compliance related activities on a strict basis. The
management has decided to also go for an external tool to add-on the internal auditing
process. The management has decided to use a 3rd-party tool which helps them quickly
do the auditing and compliance scanning and generate reports.
The tool needs a way to access the production account and access resources in a readonly
mode. Because there has been no final agreement from the management yet, after
reading through the documentation of the tool, the security team decided to use their
sandbox AWS account and create a cross-account role for all the required policies so that
the tool can access the resources and they can check and verify the reports. The internal
audit team has advised to further secure the cross-account roles so that the role can only
be used by the tool and accidentally not used by any other service to avoid the confused
deputy problem. Your security team says the cross-account role is created with the origin
AWS account number and does not require to further security. Please select 2 valid
options to justify and configure the access.","The security team is correct and you do not need any extra security to
verify the access","The auditing team is correct and you can use the External Id to further
secure the access",Use the OwnerId and ExternalId with the AssumeRole API,Use the ExternalId with the AssumeRole API,You will need to modify the IAM policy to add the ExternalId condition,,2&4,Professional,5
"Your organization has hundreds of developers using AWS accounts. Based on the
organization policy, when a developer joins the company, for development and testing
purpose, a new AWS account is created for that user and added under the AWS
Organisation to manage the billing and other service level policies.
Your accounting team realizes that most recently some extra cost has been coming up to
the organization’s total bill and the cost is coming up from these developer level accounts.
It is possible that either the individual developers are not turning-off their instances after
the use or they are running some software which they are not supposed to run. Select the
process to restrict the usage of the developer accounts so that the overall usage remains
within the company defined policies. Choose 3 correct options","Implement Service Control Policies to whitelist or blacklist different
AWS services depending on the user role.","Use the CloudWatch Events to track the user activity using CloudTrail
events.","Enable the CloudTrail on to the user accounts to track and log user
activities, redirect the logs to the organization wise S3 bucket for
processing.","Run AWS Lambda on individual user accounts to check for malicious
activities.",Assign IAM policies to only allow certain activities.,,1&2&3,Professional,5
"Your company decided to improvise on the current batch processing model and start
using the AWS Batch instead of the currently running SQS and EC2 with Auto Scaling
configurations. Your processing jobs are using a Docker containers and they pull
messages from the AWS SQS queue and writes the data into DynamoDB tables once the
processing is completed. You have created a small Proof-of-concept application to try out
the AWS Batch before you actually migrate your job containers.
As a part of the process, you created the required compute environment, job queue and
the job definition to make sure you have everything you need before you execute your
first job. After submitting a job to the job queue, you realized that the job is stuck in the
RUNNABLE state for a long amount of time. On your local environment, however, the job
runs and completes within the 2 to 5 minutes from start. What could be the possible
causes of the job being stuck into the RUNNABLE state?
Please select 3 correct options.",Make sure the Role assigned to your job has adequate permissions,Make sure Internet Access is available to your container,Make sure CPU and RAM is given as per the compute allocation,Make sure your AWS account has not reached to the EC2 limit,"Make sure the VPC Endpoint is set to access the SQS queue from the
containers inside the VPC",,1&3&4,Professional,5
"Your company runs a business management applications on the AWS cloud and has
hundreds of customers. During the peak load, they receive hundreds of requests per
seconds. The overall application uses a bunch of AWS services like API Gateway, Lambda,
DynamoDB, Kinesis, RDS etc. The product allows the customer and users to customize
their environment based on their requirement and these configurations can be very
complicated.
The product development team is divided into different groups and uses different
programming languages for different parts of the application. Most recently with the
launch of the new releases, the operations teams have started seeing a random decreasein the performance and increase in support tickets being generated. The management
wants to prepare a plan to find out the performance issues and identify them in real-time.
Also if possible, put additional options to group the issues based on the feature or
customer information if possible to figure out high-impact customers. When the issue is
identified the respective team can be reported. Please select two steps to prepare the
tracing system based on the requirements","Publish logs using the CloudWatch Logs and redirect the logs to Kinesis to
inspect the issues in real-time","Because of the distributed nature of the application and multiple services
used, use the 3rd party tool and integrate with the application.","Use X-Ray to monitor the performance of your application
A","Use CloudWatch custom metrics to publish and generate events for the
notifications",Use X-Ray segments and annotations for group level tracing,,3&5,Professional,5
"Your company hosts an on-premises legacy engineering application with 900GB of data
shared via a central file server. The engineering data consists of thousands of individual
files ranging in size from megabytes to multiple gigabytes. Engineers typically modify 5-10
percent of the files a day. Your CTO would like to migrate this application to AWS, but only
if the application can be migrated over the weekend to minimize user downtime. You
calculate that it will take a minimum of 48 hours to transfer 900GB of data using your
company’s existing 45-Mbps Internet connection.
After replicating the application’s environment in AWS, which option will allow you to
move the application’s data to AWS without losing any data and within the given
timeframe?","Copy the data to Amazon S3 using multiple threads and multi-part upload
for large files over the weekend, and work in parallel with your developers
to reconfigure the replicated application environment to leverage Amazon
S3 to serve the engineering files.","Sync the application data to Amazon S3 starting a week before the
migration, on Friday morning perform a final sync, and copy the entire
data set to your AWS file server after the sync completes","Copy the application data to a 1-TB USB drive on Friday and immediately
send overnight, with Saturday delivery, the USB drive to AWS
Import/Export to be imported as an EBS volume, mount the resulting EBS
volume to your AWS file server on Sunday","Leverage the AWS Storage Gateway to create a Gateway-Stored volume.
On Friday copy the application data to the Storage Gateway volume. After
the data has been copied, perform a snapshot of the volume and restore
the volume as an EBS volume to be attached to your AWS file server on
Sunday.",,,2,Professional,5
"You are a software engineer and developing an online food order web application. The
Node.js backend needs to get the client’s IP to understand users’ locations. The
application is deployed in AWS EC2 with a network load balancer to distribute traffic. For
the network load balancer, the target is specified using instance id. TLS is also terminated
on the Network Load Balancer. You are worried that the backend cannot get the client’s IP
due to the network load balancer. Which below description is correct in this situation?","Enable proxy protocol using AWS CLI for the network load balancer so that
you can get the client IP in the backend service.","You just need to get the client ip from TCP X-Forwarded-For header which
is used to identify the originating IP address of the user connecting to the
web server.","Source IP continues to be preserved to your back-end applications
when TLS is terminated on the Network Load Balancer in this case","Change listener protocol to TCP or change the load balancer to application
or classic load balancer. Otherwise the client ip cannot be preserved",,,3,Professional,5
"Which of the following are Lifecycle events available in OpsWorks?
Choose 3 options from the below:",Setup,Decommision,Deploy,Shutdown,,,1&3&4,Professional,5
"You tried to integrate 2 systems (front end and back end) with an HTTP interface to one
large system. These subsystems don’t store any state inside. All of the state information is
stored in a DynamoDB table. You have launched each of the subsystems with separate
AMIs.
After testing, these servers stopped running and are issuing malformed requests that do
not meet the HTTP specifications of the client. Your developers fix the issue and deploy
the fix to the subsystems as soon as possible without service disruption.
What are the 3 most effective options from the below to deploy these fixes and ensure
that healthy instances are redeployed?",Use VPC.,"Use AWS Opsworks autohealing for both the front end and back end
instance pair","Use Elastic Load balancing in front of the front-end system and Auto
scaling to keep the specified number of instances","Use Elastic Load balancing in front of the back-end system and Auto
scaling to keep the specified number of instances",Use Amazon Cloudfront with access the front end server with origin fetch.,Use Amazon SQS between the front end and back end subsystems.,2&3&4,Professional,5
"You lead a team to use Kubernetes to develop some microservices in local server and
data center. To align with the company’s strategy to move to AWS cloud, you need to
consider the possibilities of migrating the projects that your team is working on. You think
that Amazon Elastic Container Service for Kubernetes (Amazon EKS) is a good candidate.
In order to start using EKS properly, which prerequisites must be met? (Select TWO)","All related container images are registered in Amazon ECR since EKS can
only pull docker images from ECR.","An Application Load Balancer should be in place for Amazon EKS to route
internet traffic among various public subnets.","An IAM EKS service role should be created to allow Amazon EKS to
manage clusters on your behalf.","A VPC and a security group exist for EKS cluster to use. VPC subnets
should spread across least two Availability Zones.",,,3&4,Professional,5
"You've created a temporary application that accepts image uploads, stores them in S3,
and records information about the image in RDS. After building this architecture and
accepting images for the duration required, it's time to delete the CloudFormation
template. However, your manager has informed you that for archival reasons the RDS data
needs to be stored and the S3 bucket with the images needs to remain. Your manager has
also instructed you to ensure that the application can be restored by a CloudFormation
template and run next year during the same period.
Knowing that when a CloudFormation template is deleted, it will remove the resources it
created. What is the best method for achieving the desired goals?","Enable S3 bucket replication on the source bucket to a destination bucket
to maintain a copy of all the S3 objects, set the deletion policy for the RDS
instance to snapshot.","For both the RDS and S3 resource types on the CloudFormation template,
set the DeletionPolicy to retain.","Set the DeletionPolicy on the S3 resource to snapshot and the
DeletionPolicy on the RDS resource to snapshot","Set the DeletionPolicy on the S3 resource declaration in the
CloudFormation template to retain, set the RDS resource declaration
DeletionPolicy to snapshot.",,,4,Professional,5
"You are an AWS administrator for a large organization and you maintain several AWS
accounts. Your manager recently asked you to generate the Cost & Usage Reports from
the billing dashboard regularly so that he can have a review of the usage and cost status.
Through the AWS Billing & Cost Management console, you have configured the report
successfully. How should you present the reports to your manager?","Configure the billing report to use SNS to send the report to your manager
with an email notification every day.","Create an IAM admin user for your manager so that he can login into AWS
billing console to view the Cost & Usage Reports","Configure a S3 bucket where AWS delivers the billing report files to.
Allocate a read access for your manager to this bucket.","Create a new S3 bucket for AWS to send the billing report files to. Make
sure the bucket is public accessible by modifying the bucket policy so that
your manager is able to see the report properly.",,,3,Professional,5
"Consolidated Billing feature is used in a multinational company. A master AWS account is
setup to pay the charges of all the member accounts. You are an AWS solutions architect
and you created the billing Cost and Usage Reports in the master AWS account. In terms
of this billing report configuration, which benefits can you get? (Select TWO)","The billing reports for all member accounts are activated automatically and
refreshed each hour. All member accounts can view their reports in the
billing dashboard.","The reports can be uploaded to Amazon Redshift, allowing you to
analyze the costs and usage. Billing and Cost Management can
provide the RedshiftCommands.sql file in the Billing and Cost
Management Console","The JSON format billing reports are uploaded to a S3 bucket that was
previously configured. You could easily download the reports from the
Amazon S3 console.","The reports are available only to the master account and include
activities for all the member accounts",,,2&4,Professional,
