Question,Option1,Option2,Option3,Option4,Option5,Option6,"Correct Option
(Note:- if correct option is Option1 then insert 1)",Category Name,Marks
"A gaming app allows up to 32 players to compete in “battle royale” mode in a single gaming session.
Recently, players are sending feedback complaining some users are idle and not competing in the
session which breaks the experience for them. The development team decided to end the session for
players who are idle for more than 60 seconds to solve this problem.
Gaming app sends events every second contain player’s state (active, idle, pending) and other details.
You want to build a Dataflow pipeline which aggregates these events so idle players can be detected
in the time frame specified by development team.
Which windowing function you should choose to design the pipeline?",Fixed-time window with duration of 60 seconds.,Sliding-time window with duration of 60 seconds.,Per-session window with time gap duration of 60 seconds,Single global window with time-based trigger of 60 seconds.,,,3,Google cloud certified professional Data Engineer,5
Which of the following statements is not true about Dataflow?,Dataflow supports composite triggers which support both time & data events.,Default windowing behavior is fixed-time window,"Compute engine instances need dataflow.worker permission to run dataflow
pipelines.",Dataflow supports both batching & streaming,,,2,Google cloud certified professional Data Engineer,5
"You have a Dataflow pipeline which streams data to be stored to BigTable after it has been
transformed and enriched. Development team needs to modify the transformation code based on
client’s needs. The pipeline is in production which keeps streaming and any interruption to the
pipeline may lead to data loss or unexpected output.
How can you make sure the pipeline can be stopped without any consequences?",Turn off Dataflow pipeline with ‘cancel’ option.,"Create a new Dataflow pipeline with the new transformation code, then switch data
stream to the new pipeline.","Transfer Dataflow pipeline to write data to Google Storage. Perform the needed
changes then transfer pipeline back to write to BigTable and re-process the data
written in Google Storage",Turn off Dataflow pipeline with ‘drain’ option.,,,4,Google cloud certified professional Data Engineer,5
"You are using Dataflow SDK to analyze data related to customer segmentation. You need to extract
certain fields from the data files to be processed for further transformation.
Which operation is used to perform the operation required?",ParDo,Pcollection,Transform,Pipeline,,,1,Google cloud certified professional Data Engineer,5
"An e-wallet company is designing a relational database solution for their e-payment transactions.
Database will face high read/write transactions and accessed from different parts of Europe and may
be expanded to other continents in the future. The database should be scalable and able to scale out
to meet high demands.
What is the best approach for this scenario?","Use Cloud BigTable as a database. For scaling out, monitor CPU utilization and
increase nodes when more than 75% of CPU is utilized in a 15-minute timespan.","Use Cloud SQL as a database. For scaling out, monitor disk utilization and increase
nodes when more than 85% of storage is utilized in a 15-minute timespan.","Use Cloud BigTable as a database. For scaling out, monitor memory utilization and
increase nodes when more than 80% of memory is utilized in a 15-minute timespan.","Use Cloud Spanner as a database. For scaling out, monitor CPU utilization and
increase nodes when more than 75% of CPU is utilized in a 15-minute timespan.",,,4,Google cloud certified professional Data Engineer,5
"A company is moving its data center from its on-premise servers to the cloud. It was estimated that
they have about 2 Petabytes of data to be moved and security team is very concerned the data should
be migrated securely and project manager has a timeline of 6 months for the whole migration to be
done. Which of the following approaches is best to do the job?",Appliance Transfer Service.,Google Storage (Coldline).,Cloud Transfer Service,Datastore.,,,1,Google cloud certified professional Data Engineer,5
"A company plans to move its 250TB of data from their on-premise FTP servers to the cloud. The
security team wants to make sure the data is transferred securely. Data transfer should be a one-time
migration. Data team reported the data should be accessed by clients in Asia.
Which of the following is the best approach?","Use Transfer Appliance Service for one-time migration to Google Storage.
Google Storage bucket should be multi-regional in Asia.","Use Transfer Appliance Service for one-time migration to Google Storage. Google
Storage bucket should be in Tokyo region.","Use Storage Transfer Service for one-time migration to Google Storage. Google
Storage bucket should be multi-regional in Asia.","Use Storage Transfer Service for one-time migration to Google Storage. Google
Storage bucket should be in Tokyo region.",,,1,Google cloud certified professional Data Engineer,5
"A MySQL database hosted in Cloud SQL is used in production to store data about the website’s users
personal information, website products and user reviews on those products. The data analyst team
lead wants to perform analysis on the data in the MySQL database. Data analysts use BigQuery as
their data warehouse to perform OLAP queries to be later visualized using Data Studio.
How can you import data to BigQuery?","Create Dataflow pipeline to export data from Cloud SQL to Google Storage in
CSV format. Then, import those CSV export files from Google Storage to
BigQuery.","Export data from Cloud SQL to Google BigTable. Then, import from BigTable instance
to BigQuery.","Import data directly from Cloud SQL to BigQuery using Cloud Storage Transfer
Service.",Import data directly from Cloud SQL using BigQuery’s import UI.,,,1,Google cloud certified professional Data Engineer,5
"Your team was working on a development BigTable instance for some time experimenting on it to
stream event data coming from hundreds of sensors sending events frequently. After development is
done, the team lead considered instead of deleting the instance and losing all events collected since
building the pipeline, it would be a better idea to use the instance in production with the required
changes to ensure high availability and best performance.
Which of the following approaches is best to satisfy the team lead’s requirements?","Export the data from BigTable development instance to Google Storage, launch a
new BigTable production instance with SSD storage type, then load the data from
Google Storage to the new BigTable instance.","Export the data from BigTable development instance to Google Storage, launch a
new BigTable production instance with HDD storage type, then load the data from
Google Storage to the new BigTable instance.","Change BigTable instance type from development to production, scale up number
of nodes and ensure the storage type is HDD.","Change BigTable instance type from development to production, scale up
number of nodes and ensure the storage type is SSD.",,,4,Google cloud certified professional Data Engineer,5
"You have a system which writes its logs to a file. The system writes to a new log file every hour. You
want to merge log files every 24 hours to a single file and upload it to a specific bucket in Google
Storage. You created a Dataflow pipeline to process the logs files and you want to run this pipeline
everyday at 3am.
Which of the following is the best approach to schedule this task?",Use Cloud Scheduler to create a cron job to run the Dataflow pipeline at 3am.,Create a Compute Engine VM and create a cron job to run Dataflow pipeline at 3am.,Configure Dataflow pipeline as a streaming job to process the data in real time,Use Cloud Functions to run Dataflow pipeline at 3am.,,,1,Google cloud certified professional Data Engineer,5
"You have the following BigQuery legacy SQL query:
SELECT SUM(amount)
FROM TABLE_DATE_RANGE([some-dataset.orders_], TIMESTAMP(‘2017-06-01’), TIMESTAMP(‘2017-09-
01’);
How can you covert it to standard SQL?","SELECT SUM(amount)
FROM `some-dataset.orders_ *`
WHERE TABLE_DATE_RANGE BETWEEN ‘20170601’ AND ‘20170901’;","SELECT SUM(amount)
FROM `some-dataset.orders_ *`
WHERE _TABLE_SUFFIX BETWEEN ‘20170601’ AND ‘20170901’;","SELECT SUM(amount)
FROM `some-dataset.orders_`
WHERE _TABLE_SUFFIX BETWEEN ‘20170601’ AND ‘20170901’;","SELECT SUM(amount)
FROM `some-dataset.orders_* `
WHERE _TABLE_DATE_RANGE BETWEEN ‘20170601’ AND ‘20170901’;",,,2,Google cloud certified professional Data Engineer,5
"An environment safety facility receives thousands of events every 60 seconds from its sensors
assembled in different sectors monitoring air pollution in the region. Scientists want to access and
query the data for observation and daily reporting. Due to current funding state, their budget is limited
and they seek a cost-effective, highly available and ACID-compliant solution supports SQL querying.
Which approach would you recommend for such scenario?","Use BigQuery to store and query the event data. Enable streaming on BigQuery for
data to be loaded in real-time.",Batch-load data into BigTable with launching 10 nodes to allow high performance.,"Use Cloud SQL to load events into a relational database and allow access to
scientists to query.","Use BigQuery to store and query event data. Batch load the data to BigQuery
using its API.",,,4,Google cloud certified professional Data Engineer,5
"You are using BigQuery as the data warehouse. Different departments are using BigQuery to read
data. Upon checking the billing costs, you notice that there is a spike in running queries on BigQuery
despite caching is enabled. You started scanning through the queries run on BigQuery trying to find
out if some queries are not cached.
Which of the following can be reasons for queries not cached? (Choose 2)",SELECT queries with asterisk (*).,Queries select from authorized views on archive tables.,Queries use wildcards.,Jobs use destination tables.,,,3&4,Google cloud certified professional Data Engineer,5
Which of the following statements is not true about BigQuery:,You cannot upload multiple tables at the same time.,You cannot upload data in SQL format.,Uploading and streaming data are free.,You can scan partitioned tables using _PARTITIONTIME.,,,3,Google cloud certified professional Data Engineer,5
"An e-commerce company uses BigQuery as its main data warehouse. One of the tables stores
customers details such as name, address, email and phone number. Data team wants to modify the
table’s schema and add a new column called ‘zipcode’ which is previously included in address
column. You are asked to modify the table’s schema and do necessary changes. You need to perform
the changes with minimal costs. What should you do?","Add a new column called ‘zipcode’ to customers table. Run an update
statement to extract zip code from address column and set it to the new
column.",Create a view in BigQuery that extracts zip code from address as a new column.,"Export table data from BigQuery to Google Storage. Use Dataproc to transform data
and extract the zip code from addresses and append it as a new column. Create a
new table for customers with new column ‘zipcode.’ Import transformed data to new
table.","Create a Dataflow pipeline to read data from BigQuery, extract zip code from
address column, then write data to a newly created table in BigQuery with ‘zipcode’
column.",,,1,Google cloud certified professional Data Engineer,5
"You use BigQuery as your main data warehouse. By time, your tables start to get bigger and selecting
from these tables result in scanning many rows which increases the cost of queries running on them.
You want to find a way to reduce the costs of queries scanning through your big tables. What should
you do? (Choose 2)",Use LIMIT when running SELECT statements on the tables.,"Use partitioning to split data into partitions by columns most used for filtering
data.",Set BigQuery to limit scanning data to certain size.,Use sharding to split data into several tables.,,,2&4,Google cloud certified professional Data Engineer,5
"An air-quality research facility monitors the quality of the air and alerts of possible high air pollution in
a region. The facility receives event data from 25,000 sensors every 60 seconds. Event data is then
used for time-series analysis per region. Cloud experts suggested using BigTable for storing event
data.
What will you design the row key for each even in BigTable?",Use event’s timestamp as row key.,Use event’s timestamp as row key.,Use combination of sensor ID with timestamp as timestamp-sensorID.,Use sensor ID as row key.,,,2,Google cloud certified professional Data Engineer,5
"Your team is planning to perform tests on Cloud BigTable instance to ensure the performance quality
of the BigTable instance to be used in production. Which of the following conditions should be met to
consider the performance testing valid? (Choose 3)",Use production instance,Use at least 1TB of data.,Use at least 300GB of data.,Tests should run for at least 10 minutes.,Use development instance.,Storage type should be HDD.,"1,3&4",Google cloud certified professional Data Engineer,5
"Your company hosts a gaming app which reaches over 30,000 players in a single minute. The app
generates event data including information about players state, score, location coordinates and other
stats. You need to find a storage solution which can support high read/write throughput with very low
latency which doesn’t exceed 10 milliseconds to ensure a quality performance experience for the
players.
Which of the following is the best option for this scenario?",Cloud Spanner,BigQuery,BigTable,Datastore,,,3,Google cloud certified professional Data Engineer,5
"The development team decided to use BigTable to write thousands of incoming stream data. Their
choice was based on BigTable’s high performance and high throughput and low latency. However, the
team is facing less than expected performance from the cluster. You are asked for advice on the
reason for BigTable’s instance performance issue.
Which of the following can be a reason for the performance issue of BigTable cluster?
Choose 2 Options.",Row key used is increased monotonically,Rows are less than 10MB of size.,Total data size is less than 1TB.,Cluster is launched in a region different than where users reside.,,,1&3,Google cloud certified professional Data Engineer,5
"Data team is looking for a database system which is highly available and supports atomic transactions.
Database should have a flexible but semi-structured schema and supports querying using SQL-like
language. Solution should be fully managed with no planned downtime.
Which of the following is the best choice for this scenario?",Cloud SQL,Cloud Spanner,BigTable,Datastore,,,4,Google cloud certified professional Data Engineer,5
"You have an existing data pipeline which uses Apache Spark to transform the data to be exported in
CSV format, to be later loaded into MySQL database for further analysis. The CTO decides it’s time to
migrate the pipeline to Google Cloud. As a data architect, you are tasked to design the new pipeline
with minimal changes to the current pipeline architecture for a smoother migration.
Which of the following approaches are best suitable for your CTO’s requirement?",Use Dataproc for data transformation. Use Google Storage for storing data.,Use Dataflow for data transformation. Use BigQuery for storing data.,Use Dataproc for data transformation. Use BigQuery for storing data.,Use Dataflow for data transformation. Use Google Storage for storing data.,,,3,Google cloud certified professional Data Engineer,5
"You want to use Dataproc for Apache Spark complex transformation jobs on data sets can have size
up to 200GB. Your team lead wants to make sure the costs can be reduced when launching Dataproc
clusters.
Which of the following you can do to minimize the costs when using Dataproc?",Use preemptible instances to be 50% of total cluster workers.,Use preemptible instances to be 100% of total cluster workers.,Use single-node clusters.,Load the data to BigQuery and let Dataproc clusters read from there.,,,1,Google cloud certified professional Data Engineer,5
"Your team decided to use BigTable for storing event data. The engineer responsible of launching and
testing the instance has reported a slower performance than expected by Google Cloud
documentation. Which of the following could be a factor for the slow performance? (Choose 3)",The rows in the tables tested contain very few number of cells.,The rows in the tables have small data size.,"The schema is not designed for the instance to evenly read and write data
across the tables.",The instance uses HDD storage type.,The instance was scaled up recently.,The instance has too high number of nodes for the data size tested.,"3,4&5",Google cloud certified professional Data Engineer,5
"An online learning platform wants to generate captions for its videos. The platform offers around 2,500
courses with topics about business, finance, cooking, development & science. The platform allows
content with different languages such as French, German, Turkish and Thai. Thus, this can be very
difficult for a single team to caption all available courses and they are looking for an approach which
helps do such massive job.
Which product from Google Cloud will you suggest them to use?",Cloud Speech-to-Text.,Cloud Natural Language.,Machine Learning Engine.,AutoML Vision API.,,,1,Google cloud certified professional Data Engineer,5
"You need to build a machine learning model to recognize different animals for a pet shop. The
purpose is to scan the photos on their twitter page and get stats about what pets people like sharing
while tagging the pet shop brand the most. Due to cost constraints, the project should be as costeffective
as possible, and that includes work hours dedicated to the project.
Which approach will you consider to build the project?","Use Cloud ML Engine API and inspect the descriptions returned by the API. Consider
the description with highest score.","Use Vision API and inspect the descriptions returned by the API. Consider the
description with highest score.","Use Vision API and inspect the MID values returned by API to recognize the pets in
photos.","Use Vision API and inspect the descriptions returned by the API. Consider the
description with median score.",,,2,Google cloud certified professional Data Engineer,5
"You are working on building your own machine learning model and training it. When you tested the
model on a testing set, you realized the error rate is very high and the model’s output only matched
25% of expected output.
What is the problem you are facing and how can you fix it?","The model is underfitting: You need to increase the features and use more training
data.",The model is underfitting: You need to lower the features and use less training data.,"The model is overfitting: You need to lower the features and use more training
data.","The model is overfitting: You need to increase the features and use more training
data",,,3,Google cloud certified professional Data Engineer,5
"You are building a machine learning model to solve a binary classification problem. The model is
going to predict the likelihood of a customer to be using a fraudulent credit card when purchasing
online.
Since there is a very small fraction of purchase transactions are proved to be fraudulent, more than
99% of the purchase transactions are valid.
You want to make sure the machine learning model is able to identify the fraudulent transactions.
What is the technique to examine the effectiveness of the model?",Gradient Descent,Recall,Feature engineering,Precision,,,2,Google cloud certified professional Data Engineer,5
"You are building a machine learning model to solve a classification problem. The model will process
the faces of customers entering the store to detect if they are first timers so customer service can
provide them special treatment. Based on the data set provided for previous store visitors, about 74%
of customers are first timers.
What is the formula to be used to calculate how accurate the model predicting new customers is?",Precision,Cost function,Recall,Variance,,,1,Google cloud certified professional Data Engineer,5
"A coach line bus service company wants to predict how many passengers they expect to book for
tickets on their buses for the upcoming months. This helps the company to know how many buses
they need to be in service for maintenance and fuel and how many drivers to be available. The
company has data sets of all booked tickets since its launch in 1968 and it allows private sharing of
the data if this helps the prediction process.You will build the machine learning model for the coach line company. Which technique you will use
to predict the number of passengers in the next months?",Regression,Association.,Classification.,Clustering.,,,1,Google cloud certified professional Data Engineer,5
Which of the following vectors are sparse vectors and used for categorical features:,"[0, 1]","[0, 1, 1, 0, 0]","[1, 0, 0, 1]","[0, 0, 0, 0, 5, 0]",,,1,Google cloud certified professional Data Engineer,5
"You are training a Tensorflow deep neural network model which predicts a person’s weight based on
their face image. You want to perform hyperparameter tuning on the model for better prediction
output.
Which of the variables are used for hyperparameter tuning? (Choose 2)",Sparse vectors,Number of nodes in hidden layers,Number of hidden layers,Weight values,,,2&3,Google cloud certified professional Data Engineer,5
"You are preparing a dataset as a training set for a machine learning model. You have the following
columns chosen as features for the model: Zip code
Income
Age   Which feature type each column is:",3 continuous,"2 categorical, 1 continuous","2 continuous, 1 categorical",3 categorical.,,,3,Google cloud certified professional Data Engineer,5
"You need to deploy a machine learning model built by data science team in the firm you work for. As a
data engineer, you will be responsible of monitoring the health and traffic of the hosted model on the
cloud. Some jobs could fail due to several reasons and you should be able to alert data scientists of
such failed jobs.
Which of the following approaches is best to implement on Google Cloud?","Use Cloud Machine Learning Engine to host the model. Use Stackdriver to
monitor the status of jobs for ‘failed’ status.","Use Google Kubernetes Engine to host the model. Use Stackdriver to monitor the
status of jobs for ‘failed’ status.","Use AutoML Vision to host the model. Use Stackdriver to monitor the status of jobs
for ‘failed’ status.","Use Google Kubernetes Engine to host the model. Use Stackdriver to monitor the
status of operations for ‘error’ status.",,,1,Google cloud certified professional Data Engineer,5
"You want to launch a Cloud Machine Learning Engine cluster to deploy a deep neural network model
built by Tensorflow by data scientists of your company. Reviewing the standard tiers available by
Google ML Engine, you could not find a tier that suits the requirements data scientists need for the
cluster. Google allows you to specify custom cluster specification.
Which of the following specifications you are allowed to set? (Choose 2)",workerCount,parameterServerCount,masterCount,workerMemory,,,1&2,Google cloud certified professional Data Engineer,5
"Currently, anyone can access and modify the data sets, as well as creating & deleting data sets. The
security team wants to restrict access of users on BigQuery and assign the minimum roles for each
team based on their task requirements. You have the following teams:Data scientists: They should have read & write access to data sets. They may create & delete data sets.
Data analysts: They have read access to data sets only.
Development team: They need to create jobs to run queries for updating the website’s stats and product
details What roles are recommended for each team?","Assign owner role to data scientists. Assign viewer role to data analysts. Assign
user role to development team.","Assign admin role to data scientists. Assign viewer role to data analysts. Assign
viewer role to development team.","Assign owner role to data scientists. Assign viewer role to data analysts. Assign
viewer role to development team.","Assign admin role to data scientists. Assign viewer role to data analysts. Assign user
role to development team.",,,1,Google cloud certified professional Data Engineer,5
"Marketing team in your company wants to access certain tables in BigQuery. These tables are stored
along with other tables considered sensitive and it’s not approved to be accessed by marketing team.
You need to restrict marketing team’s role to only read from the tables they are allowed to.
Which of the following actions will you take?","Assign marketing team’s roles as viewers on these specific tables. They won’t be
able to select from other tables in the dataset.","Create authorized views on tables marketing team wants to read from on the same
dataset tables reside in. Grant viewer role to marketing team on the views.","Create a new dataset in BigQuery. Grant viewer role to marketing team on the new
dataset. Copy the tables from the current dataset to the new one.","Create a new dataset in BigQuery. Create authorized views on tables marketing
team wants to read from. Grant viewer role to marketing team on new dataset.",,,4,Google cloud certified professional Data Engineer,5
"A Kafka cluster is receiving event data from outsourced sensors. The cluster is installed in a Compute
Engine instance and it writes events to Google Storage. Due to the new security rules in the company,
data written to Google Storage should be encrypted. Security team wants to be sure encryption key
used is provided by them using on-premise vault and no keys generated by third-parties are used.
What should you do to follow security team’s rules?","Reference the encryption key provided by security team when calling API
service when writing data to Google Storage to encrypt the data.","Store the encryption key provided by security team in Compute Engine instance and
reference it when calling API service when writing data to Google Storage to
encrypt the data.","Store the encryption key provided by security team in Cloud Key Management
Service (KMS) and reference it when calling API service when writing data to Google
Storage to encrypt the data","Create encryption keys using Cloud Key Management Service (KMS) and reference it
when calling API service when writing data to Google Storage to encrypt the data.",,,1,Google cloud certified professional Data Engineer,5
"You have created a new project on Google Cloud and you need to set roles for users on the project.
You have the following users:                    Developers: They will be able to modify the state of resources. They should not be able to change users
roles or set up project billing.
Team lead: Has all developer roles plus able to create and delete resources as well as setting up project
billing.
Finance team: They are required to monitor the project costs. They should not be able to view or modify
project resources or manipulate user roles.What role each group should be assigned?","Assign owner role to team lead, editor role to developers and admin role to finance
team.","Assign owner role to team lead, editor role to developers and viewer role to finance
team.","Assign owner role to team lead, editor role to developers and billing
administrator to finance team","Assign editor role to team lead, viewer role to developers and billing administrator
to finance team.",,,3,Google cloud certified professional Data Engineer,5
"You receive a daily comma-separated (CSV) file which should be imported to BigQuery. You need to
scan the file in case of incomplete or improperly aligned column values which will cause importing to
BigQuery fail.
What should you do to handle invalid inputs?","Import data to BigQuery, then run queries to check if data skew exists among table
fields.",Import file to BigQuery with setting –max_bad_records.,"Use Google Stackdriver to monitor import status and create an alert for failed
imports.","Build a Dataflow batch pipeline to scan CSV file, import valid rows to BigQuery
and push invalid ones to a dead-letter file on Google Storage for later analysis.",,,4,Google cloud certified professional Data Engineer,5
"The data analysts in your company want to prepare data sets for reporting to upper management.
While the current data pipeline does part of data modeling to the data sets, data analysts still want to
perform extra data profiling on data such as detecting duplicates, count null values and other profiling
techniques. They ask your advice on what tool to use.
Which of the following is recommended?",Cloud Dataprep,Dataproc,Cloud Composer,Cloud Function,,,1,Google cloud certified professional Data Engineer,5
"You are in need to restore a snapshot of a compute engine instance you have previously scheduled
for regular daily snapshots. Which of the following are the steps you should do to perform the
restoration?","You can simply create a replacement instance directly by selecting the
snapshot from the list of snapshots available.","You need to create a persistent disk from the snapshot of your choice. Create a new
compute engine instance and attach the persistent disk to it.","Create a new compute instance with the same exact machine type as the one the
snapshot was created from. Create a persistent disk using the snapshot to be
restored from. Attach the persistent disk to the compute engine instance.","Export snapshot to Google Storage. Create new compute engine instance, then
using gsutil tool, copy the snapshot to the instance’s persistent disk to be restored.",,,1,Google cloud certified professional Data Engineer,5
"Your data team is using BigQuery as their main data warehouse. There is no format security policy
implemented to track users activity on the data warehouse. A new security policy to be implemented
which states any activity on cloud resources should be tracked and logged and BigQuery is one of
these resources.
What action should be taken to log data warehouse’s activities?","Restrict users access on BigQuery’s tables using Identity & Access Management
(IAM).",You can list all query history from BigQuery UI.,Use Google Stackdriver Audit Logs to log and review data warehouse access.,Enable caching on BigQuery to allow auditing users activity.,,,3,Google cloud certified professional Data Engineer,5
