Question,Option1,Option2,Option3,Option4,Option5,Option6,"Correct Option
(Note:- if correct option is Option1 then insert 1)",Category Name,Marks
"You have an EBS root device on /dev/sda1 on one of your EC2 instances. You are having
trouble with this particular instance and you want to either Stop/Start, Reboot or
Terminate the instance but you do not want to lose any data that you have stored
on /dev/sda1. Which of the below statements best describes the effect each change of
instance state would have on the data you have stored on /dev/sda1?
Choose the correct option from the below","Whether you stop/start, reboot or terminate the instance it does not matter
because data on an EBS volume is not ephemeral and the data will not be
lost regardless of what method is used","Whether you stop/start, reboot or terminate the instance it does not matter
because data on an EBS volume is ephemeral and it will be lost no matter
what method is used.","If you stop/start the instance the data will not be lost. However, if you
either terminate or reboot the instance the data will be lost.","The data in root EBS volume is not permanent with default setting - it
only persists during the lifetime of the instance. The data will be lost if
you terminate the instance. However, the data will remain
on /dev/sda1 if you reboot or stop/start the instance because data
on an EBS volume is not ephemeral.",,,4,AWS Archi Professional,5
"Someone on your team configured a Virtual Private Cloud with two public subnets in two
separate AZs and two private subnets in two separate AZs. Each public subnet AZ has a
matching private subnet AZ. The VPC and its subnets are properly configured. You also
notice that there are multiple webserver instances in the private subnet, and you've been
charged with setting up a public-facing Elastic Load Balancer which will accept requests
from clients and distribute those requests to the webserver instances. How can you set
this up without making any significant architectural changes?
Choose the correct option from the below:","Select both of the private subnets which contain the webserver instances
when configuring the ELB.","Put the webserver instances in the public subnets and then configure the
ELB with those subnets",Select both of the public subnets when configuring the ELB.,"You can't. Webserver instances must be in public subnets in order for this
to work.",,,3,AWS Archi Professional,5
"A complicated data analysis software has used a standard SQS queue to decouple the
requests from users and the backend processing. The visibility timeout for the queue is set
as 60 seconds. For most cases, the process of messages can finish within 1 minute
successfully. However, for certain new requests, it may take about 100 seconds for the backend to get the job done. These requests are tagged with a specific JSON header by
the frontend already. How should you improve the queue configurations in the best way?","In AWS SQS console, simply change the default visibility timeout from 1
minute to 2 minutes","Use AWS SDK to adjust the visibility timeout to 2 minutes for
messages that contain the specific JSON header.","Change the queue type from standard to FIFO with the default visibility
timeout configured as 2 minutes.","Create a new SQS queue as the dead letter queue. Route these specific
requests to the dead letter queue so that the normal backend process is
not influenced.",,,2,AWS Archi Professional,5
"You have been asked to leverage Amazon VPC EC2 and SQS to implement an application
that submits and receives millions of messages per second to a message queue. You want
to ensure that your application has sufficient bandwidth between your EC2 instances and
SQS. Which option will provide the most scalable solution for communicating between the
application and SQS?","Ensure the application instances are properly configured with an Elastic
Load Balancer","Ensure the application instances are launched in private subnets with the
EBS-optimized option enabled","Ensure the application instances are launched in private subnets with the
associate-public-IP-address=true option enabled. Remove any NAT
instance from the public subnet, if any","Ensure the application instances are launched in public subnets with
an Auto Scaling group and Auto Scaling triggers are configured to
watch the SQS queue size.",,,4,AWS Archi Professional,5
"Your company is migrating an entire project to AWS. However, as certain legacy
databases are too old to be migrated, your team has established two direct connections
(10 gigabit) to link the on-premise data center with various AWS services such as S3, EC2,
Lambda, etc. Your lead asks you to aggregate the two direct connections so that the
bandwidth is increased. Which combination of steps should you take to fulfill this
requirement? (Select TWO)","In AWS Direct Connect console, create a link aggregation group (LAG).","Provision two new connections and associate them with the link
aggregation group.","Associate two existing connections with the LAG in AWS Direct
Connect console","Create an AWS Direct Connect gateway to combine two existing AWS
Direct Connect connections over a private virtual interface.",,,1&3,AWS Archi Professional,5
"In order to keep a dedicated connection and a more consistent network performance,
company ABC has set up 8 active Direct Connections between one of Amazon’s Direct
Connect locations and the company’s colocation environment. The speed of the
connections is 100Mbps for 6 connections and 200Mbps for the other 2 connections. The
company plans to create several link aggregation groups (LAG) for all the connections.
Which configurations are valid? (Select TWO)","One LAG with six 100Mbps connections. One LAG with two 200Mbps
connections.","Two LAGs with three 100Mbps connections each. One LAG with two
200Mbps connections","One LAG with four 100Mbps connections. One LAG with the other two
100Mbps connections. One LAG with two 200Mbps connections.",One LAG with all eight direct connections.,,,2&3,AWS Archi Professional,5
"An organization is planning to use AWS for their production roll out. The organization
wants to implement automation for deployment such that it will automatically create a
LAMP stack, download the latest PHP installable from S3 and setup the ELB.
Which of the below mentioned AWS services meets the requirement for making an
orderly deployment of the software?",AWS Elastic Beanstalk,AWS Cloudfront,AWS Cloudformation,AWS DevOps,,,1,AWS Archi Professional,5
"A customer is running a multi-tier web application farm in a virtual private cloud (VPC) that
is not connected to their corporate network. They are connecting to the VPC over the
Internet to manage all of their Amazon EC2 instances running in both the public and
private subnets. They have only authorized the bastion-security-group with Microsoft
Remote Desktop Protocol (RDP) access to the application instance security groups, but
the company wants to further limit administrative access to all of the instances in the VPC.
Which of the following Bastion deployment scenarios will meet this requirement?","Deploy a Windows Bastion host on the corporate network that has RDP
access to all instances in the VPC.","Deploy a Windows Bastion host with an Elastic IP address in the public
subnet and allow SSH access to the bastion from anywhere.","Deploy a Windows Bastion host with an Elastic IP address in the private
subnet, and restrict RDP access to the bastion from only the corporate
public IP addresses.","Deploy a Windows Bastion host with an auto-assigned Public IP
address in the public subnet, and allow RDP access to the bastion
from only the corporate public IP addresses.",,,4,AWS Archi Professional,5
"Your company has HQ in Tokyo and branch offices all over the world and is using a
logistics software with a multi-regional deployment on AWS in Japan, Europe and USA.
The logistic software has a 3-tier architecture and currently uses MySQL 5.6 for data
persistence. Each region has deployed its own database. In the HQ region you run an
hourly batch process reading data from every region to compute cross-regional reports
that are sent by email to all offices. This batch process must be completed as fast as
possible, to quickly optimize logistics. How do you build the database architecture in order
to meet the requirements?","For each regional deployment, use MySQL on EC2 with a master in the
region and use S3 to copy data files hourly to the HQ region.","For each regional deployment, use MySQL on EC2 with a master in the
region and send hourly EBS snapshots to the HQ region.","For each regional deployment, use RDS MySQL with a master in the region
and send hourly RDS snapshots to the HQ region.","For each regional deployment, use RDS MySQL with a master in the
region and a read replica in the HQ region.","Use Direct Connect to connect all regional MySQL deployments to the HQ
region and reduce network latency for the batch process",,4,AWS Archi Professional,5
"A legacy application with license is attached to a single MAC address. Since an EC2
instance can receive a new MAC address while launching new instances, how can you
ensure that your EC2 instances can maintain a single MAC address for licensing? Choose
the correct option","Create an ENI and assign it to the EC2 instance. The ENI will have a
static MAC address and can be detached and reattached to a new
instance if the current instance becomes unavailable.","Private subnets have static MAC addresses. Launch the EC2 instance in a
private subnet and, if required, use a NAT to serve data over the internet","Configure a manual MAC address for each EC2 instance and report that to
the licensing company.","AWS cannot have a fixed MAC address; the best solution is to create a
dedicated VPN/VGW gateway to serve data from the legacy application",,,1,AWS Archi Professional,5
"A company needs to configure a NAT instance for its internal AWS applications to be able
to download patches and package software. Currently, they are running a NAT instance
that is using the floating IP scripting configuration to create fault tolerance for the NAT.
The NAT instance needs to be built with fault tolerance in mind. What is the best way to
configure the NAT instance with fault tolerance?
Choose the correct answer from the options below:","Create one NAT instance in a public subnet; create a route from the private
subnet to the NAT instance","Create two NAT instances in a public subnet; create a route from the
private subnet to each NAT instance for fault tolerance.","Create a NAT instance in a public subnet with application running in
private subnet in an AZ. Create a similar architecture in another AZ;
create a route from the private subnet to each NAT instance residing
in these AZ's for fault tolerance",Create two NAT instances in two separate private subnets,,,3,AWS Archi Professional,5
"Your company has received a contract to rebuild a legacy enterprise file sharing system
for a large media house. As of now, the company is using an on-premise private file
sharing solution which is integrated with its directory service and uses a web-based intranet application to share files. With growing remote staff the company wants to
migrate the solution to the cloud and also need support for mobile devices so that remote
staff can work offline as well. Please suggest a valid option to architect the system with
given requirements.","Migrate all the files to S3 and build web and mobile applications to support
share the files. Use IAM for user access management.","Migrate the existing system to EC2 with Autoscaling and save all the files to
S3. Use the AD Connector for user access management","Use the AWS WorkDocs and integrate with the on-premise directory
server with AD Connector","Use the Simple AD integration with IAM, and use the bucket level policies
to share files via S3. Enable the S3 Website Hosting for web access.",,,3,AWS Archi Professional,5
"You have a legacy application running that uses an m4.large instance size and cannot
scale with Auto Scaling, but only has peak performance 5% of the time. This is a huge
waste of resources and money so your Senior Technical Manager has set you the task of
trying to reduce costs while still keeping the legacy application running as it should.
Which of the following will best accomplish the task your manager has assigned you?
Choose the correct answer from the options below:",Use a T2 burstable performance instance,Use a C4.large instance with enhanced networking.,Use two t2.nano instances that have single Root I/O Virtualization,Use t2.nano instance and add spot instances when they are required.,,,1,AWS Archi Professional,5
"The Dynamic Host Configuration Protocol (DHCP) provides a standard for passing
configuration information to hosts on a TCP/IP network. You can have multiple sets of
DHCP options, but you can associate only one set of DHCP options with a VPC at a time.
You have just created your first set of DHCP options, associated it with your VPC but now
realize that you have made an error in setting them up and you need to change the
options. Which of the following options do you need to take to achieve this? Choose the
correct answer from the options below","You need to stop all the instances in the VPC. You can then change the
options, and they will take effect when you start the instances",You can modify the options from the console or the CLI.,"You must create a new set of DHCP options and associate them with
your VPC.","You can modify the options from the CLI only, not from the console",,,3,AWS Archi Professional,5
"The company you work for has a huge amount of infrastructure built on AWS. However,
there has been some concerns recently about the security of this infrastructure, and an
external auditor has been given the task of running a thorough check of all of your
company's AWS assets. The auditor will be in the USA while your company's infrastructure
resides in the Asia Pacific (Sydney) region on AWS. Initially, he needs to check all of your
VPC assets, specifically, security groups and NACLs You have been assigned the task of
providing the auditor with a login to be able to do this. Which of the following would be
the best and most secure solution to provide the auditor with so he can begin his initial
investigations? Choose the correct answer from the options below","Create an IAM user tied to an administrator role. Also provide an additional
level of security with MFA.","Give him root access to your AWS Infrastructure, because he is an auditor
he will need access to every service","Create an IAM Role with the read only permissions to access the AWS
VPC infrastructure and assign that role to the auditor","Create an IAM user with full VPC access but set a condition that will not
allow him to modify anything if the request is from any IP other than his
own.",,,3,AWS Archi Professional,5
"In an attempt to cut costs your accounts manager has come to you and tells you that he
thinks that if the company starts to use consolidated billing that it will save some money.
He also wants the billing set up in such a way that it is relatively simple, and it gives
insights into the environment regarding utilization of resources. Which of the following
consolidated billing setups would satisfy your account manager's needs?
Choose two answers from the options below","Use multiple VPC's for different accounts ( eg: sales, marketing etc.)
and tag the resources within the account",Use one Payer Account and no linked accounts,Use one Payer Account and many linked accounts,IAM user access to the Billing and Cost Management console,,,1&3,AWS Archi Professional,5
Which of the following best describes the scaling for WAF?,"The EC2 instance running your WAF software is placed between your
private subnets and any NATed connections to the Internet","The EC2 instance running your WAF software is placed between your
public subnets and your Internet Gateway","The EC2 instance running your WAF software is placed between your
public subnets and your private subnets","The EC2 instance running your WAF software is included in an Auto
Scaling group and placed in between two Elastic load balancers",,,4,AWS Archi Professional,5
"A company is designing a high availability solution for a customer. This customer requires
that their application needs to be able to handle an unexpected amount of load and allow
site visitors to read data from a DynamoDB table, which contains the results of an online
polling system. At any given time as many as 10,000 requests need to be handled by the
application. Given this information, what would be the best and most cost-saving method
for architecting and developing this application? Choose the correct answer from the
options below","Use the JavaScript SDK and build a static HTML page, hosted inside of
an Amazon S3 bucket; use CloudFront and Route 53 to serve the
website, which uses JavaScript client-side language to communicate
with DynamoDB.","Create a CloudFront distribution that serves the HTML web page, but send
the visitors to an Auto Scaling ELB application pointing to EC2 instances","Deploy an Auto Scaling application with Elastic Load Balancer pointing to
EC2 instances that use a server-side SDK to communicate with the
DynamoDB table.","Create a Lambda script which pulls the most recent DynamoDB polling
result and creates a custom HTML page in S3 as per the user request and
use CloudFront and Route 53 to serve the static website.",,,1,AWS Archi Professional,5
"A company is building an AWS Cloud Environment for a financial regulatory firm. Part of
the requirements is being able to monitor all changes in an environment and all traffic sent
to and from the environment. What two steps you need to take to make sure that all the
requirements for monitoring the financial architecture are satisfied?","Configure an IPS/IDS in promiscuous mode, which will listen to all packet
traffic and API changes","Configure an IPS/IDS system, such as Palo Alto Networks, using
promiscous mode that monitors, filters, and alerts of all potential hazard
traffic leaving the VPC.","Configure an IPS/IDS to listen and block all suspected bad traffic
coming into and out of the VPC. Configure CloudTrail with CloudWatch
Logs to monitor all changes within an environment","Configure an IPS/IDS system, such as Palo Alto Networks, that
monitors, filters, and alerts of all potential hazard traffic sent to and
from the VPC.",,,3&4,AWS Archi Professional,5
"You have acquired a new contract from a client to move all of his existing infrastructures
onto AWS. You notice that he is running some of his applications using multicast, and he
needs to keep it running as such when it is migrated to AWS. You discover that multicast
is not available on AWS, as you cannot manage multiple subnets on a single interface on
AWS and a subnet can only belong to one availability zone. Which of the following would
enable you to deploy legacy applications on AWS that require multicast? Choose the
correct answer from the options below",Provide Elastic Network Interfaces between the subnets.,"Create a virtual overlay network that runs on the OS level of the
instance","All of the answers listed will help in deploying applications that require
multicast on AWS.","Create all the subnets on a different VPC and use VPC peering between
them.",,,2,AWS Archi Professional,5
"A company has hired a third-party security auditor, and the auditor needs read-only
access to the required AWS resources and logs of all VPC records and events that will
occur on AWS. How can the company meet the auditor's requirements without
compromising with the security in the AWS environment?
Choose the correct answer from the options below",Create a role that has the required permissions for the auditor,"Create an SNS notification that sends the CloudTrail log files to the
auditor's email when CloudTrail delivers the logs to S3, but do not allow
the auditor access to the AWS environment.","The company should contact AWS as part of the shared responsibility
model, and AWS will grant required access to the third-party auditor","Enable CloudTrail and specify the S3 bucket for your log file delivery.
Create an IAM user who has read only permission to the required AWS
resources including the bucket containing CloudTrail logs",,,4,AWS Archi Professional,5
"After configuring a whole site CDN on CloudFront you receive the following error:
This distribution is not configured to allow the HTTP request method that was used for this
request. The distribution supports only cachable requests.
What is the most likely cause of this?",The CloudFront distribution is configured to the wrong origin,"Allowed HTTP methods on that specific origin is only accepting GET,
HEAD","Allowed HTTP methods on that specific origin is only accepting POST,
PATCH","Allowed HTTP methods on that specific origin is only accepting GET,
HEAD, OPTIONS, PUT, POST, PATCH, DELETE",,,2,AWS Archi Professional,5
"A company is running a MySQL RDS instance inside AWS; however, a new requirement for
disaster recovery is keeping a read replica of the production RDS instance in an onpremise
data center. What is the secure and cost-effective way for performing this
replication? Choose the correct answer from the options below","Configure the RDS instance as the master and enable replication over the
open internet using a secure SSL endpoint to the on-premise server.","RDS cannot replicate to an on-premise database server. Instead, first
configure the RDS instance to replicate to an EC2 instance with core
MySQL, and then configure replication over a secure VPN/VPG connection","Create a Data Pipeline that exports the MySQL data each night and
securely downloads the data from an S3 HTTPS endpoint","Use mysqldump as a backup for Amazon RDS database to external
MySQL database. Create an IPSec VPN connection using VPN/VGW
through Virtual Private Cloud",,,4,AWS Archi Professional,5
"You currently have 9 EC2 instances running in a Placement Group. All these nine instances
were initially launched at the same time and seemed to be performing as expected. You
decide that you need to add two new instances to the group; however, when you attempt
to do this you receive a 'capacity error.' Which of the following actions will most likely fix
this problem? Choose the correct answer from the options below","Create another placement group and launch new instances in that group.
Make sure that both the placement groups are in the same subnet","Stop and restart the instances in the Placement Group and then try the
launch again.","Request a capacity increase from AWS as you are initially limited to 10
instances per Placement Group","Make sure all the instances are the same size and then try the launch
again.",,,2,AWS Archi Professional,5
"An application has multiple components. The single application and all the components
are hosted on a single EC2 instance (without an ELB) in a VPC. You have been told that this
needs to be set up with two separate SSLs for each component. Which of the following
would best achieve the setting up of the two separate SSLs while using still only using
one EC2 instance? Choose the correct answer from the options below","Create an EC2 instance which has multiple network interfaces with
multiple elastic IP addresses","Create an EC2 instance which has both an ACL and the security group
attached to it and have separate rules for each IP address.","Create an EC2 instance which has multiple subnets attached to it and each
will have a separate IP address.",Create an EC2 instance with a NAT address,,,1,AWS Archi Professional,5
