Question,Option1,Option2,Option3,Option4,Option5,Option6,"Correct Option
(Note:- if correct option is Option1 then insert 1)",Category Name,Marks
"You are building a large-scale confidential documentation web server on AWS and all of
its documentation will be stored on S3. One of the requirements is that it should not be
publicly accessible from S3 directly, and CloudFront would be needed to accomplish this.
Which of the methods listed below would satisfy the outlined requirements? Choose an
answer from the options below.","Create an Identity and Access Management (IAM) user for CloudFront and
grant access to the objects in your S3 bucket to that IAM User.","Create an Origin Access Identity (OAI) for CloudFront and grant access
to the objects in your S3 bucket to that OAI.","Create individual policies for each bucket the documents are stored in, and
grant access only to CloudFront in these policies.","Create an S3 bucket policy that lists the CloudFront distribution ID as the
Principal and the target bucket as the Amazon Resource Name (ARN).",,,2,AWS Arch Associate,5
"Your company is planning on the following architecture for their application

Which of the following architecture ensure high availability across all components?

http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-
security.html

A set of EC2 Instances hosting the web part of the application.
A relational database for the backend
A Load balancer for distribution of traffic
A NAT gateway for routing traffic from the database server to the Internet","A Load balancer with one public subnets. The EC2 Instances placed in one
Availability Zone. RDS with Multi-AZ Enabled. NAT Gateway in 2 availability
zones.","A Load balancer with 2 public subnets. The EC2 Instances placed
across 2 Availability Zones. RDS with Multi-AZ Enabled. NAT Gateway
in 2 availability zones.","A Load balancer with 2 public subnets. The EC2 Instances placed across 2
Availability Zones. RDS with Multi-AZ Enabled. NAT Gateway in one
availability zone","A Load balancer with 2 public subnets. The EC2 Instances placed in one
Availability Zone. RDS with Multi-AZ Enabled. NAT Gateway in one
availability zone",,,2,AWS Arch Associate,5
"You are working as an architect in your organization. You have peered VPC A as requester
and VPC B as accepter and both VPCs can communicate with each other. Now you want
resources in both the VPCs to reach out to the internet but anyone on the internet should
not be able to reach resources within both the VPCs. Which of the following statements is
true?","Create a NAT Gateway on Requester VPC (VPC A) and configure a route in
Route table with NAT Gateway. VPC B can route to internet through VPC A
NAT Gateway.","Create an Internet Gateway on Requester VPC (VPC A) and configure a
route in Route table with Internet Gateway. VPC B can route to internet
through VPC A Internet Gateway.","Create NAT Gateways on both VPCs and configure routes in
respective route tables with NAT Gateways.","Create a NAT instance on Requester VPC (VPC A) . VPC B can route to
internet through VPC A NAT Instance.",,,3,AWS Arch Associate,5
"You are building a fleet of EC2 Linux Instances in the AWS environment for managing
heavy workloads and writing data into AWS Redshift. The developers and administrators
need to login to these EC2 machines to develop, fix, deploy, and manage workloads within
your organizational network. Which of the following would allow only the personnel within
the organization to access the resources in the most secure way?","EC2 instances on public subnet with secure SSH keys to login, RedShift in
private subnet.","A bastion host in public subnet with secure SSH key to login, EC2 instances
in private subnet with secure SSH keys to login, RedShift in private subnet.","AWS VPN connection from your organization to AWS VPC, a bastion
host in VPN enabled subnet with secure SSH key to login, EC2
instances in private subnet with secure SSH keys to login, Redshift in
private subnet.","AWS VPN connection from your organization to AWS VPC, EC2 instances in
VPN enabled subnet with secure SSH keys to login, Redshift in private
subnet.",,,3,AWS Arch Associate,5
"You have an application on EC2 which stores the files in an S3 bucket. EC2 is being
launched using a role which has GetObject permissions on the S3 bucket defined in its
policy. The users who authenticate to this application will get a pre-signed URL for the
files in S3 bucket using EC2 role temporary credentials. However, users reporting they get
an error when accessing pre- signed URLs. What could be the reason?(Choose 2 options)",Pre-signed URLs expired.,"Logged in user must be an IAM user to download file through pre-signed
URL.","Bucket might have a policy with Deny. EC2 role not whitelisted in the
policy statement with Allow.","Default policy on temporary credentials does not have GetObject privileges
on S3 bucket.",,,1&3,AWS Arch Associate,5
"Your organization is using Amazon SQS as an enterprise message queuing platform. 100s
of applications reading the queues every few seconds to process the messages and
delete them as soon as they are being written into the queues. Looking at the number of
requests being sent to Amazon SQS APIs, your management is concerned on the pricingthat will be incurred. As an architect, how would you reduce pricing without compromising
on time in this scenario? Please select 2 correct answers.","Once successfully written, Amazon SQS messages are only available after 1
minute. Ask applications to increase the delay between calls to 1 minute.
This reduces the number of API calls made",Use Amazon SQS Long Polling.,Send DeleteMessage requests in batch.,Use Amazon SQS Short Polling.,,,2&3,AWS Arch Associate,5
"You are performing a Load Testing exercise on your application hosted on AWS. While
testing your Amazon RDS MySQL DB Instance, you notice that your application becomesnon responsive when you reach 100% CPU utilization. Your application is read-heavy. What
methods will help scale your data-tier to meet the application’s needs? Choose three
answers from the options given below.","Add Amazon RDS DB Read Replicas, and have your application direct
read queries tothem.","Add your Amazon RDS DB Instance to an Auto Scaling group and configure
yourCloudWatch metric based on CPU utilization.","Use an Amazon SQS queue to throttle data going to the Amazon RDS DB
Instance.",Use ElastiCache to cache common queries of your Amazon RDS DB.,Shard your data set among multiple Amazon RDS DB Instances.,Enable Multi-AZ for your Amazon RDS DB Instance.,"1,4&5",AWS Arch Associate,5
"You are working as an AWS Architect for a start-up company. They have a production
website which is two-tier with web servers in front end & database servers in back end. All
these database servers are spread across multiple Availability Zones & are stateful
instance. You have configured Auto Scaling Group for these servers with minimum of 2
instance & maximum of 6 instance. During scale in of these instances post peak hours, you
are observing data loss from these database servers. What feature needs to be configured
additionally to avoid data loss & copy data before instance termination?","Modify cooldown period to complete custom actions before Instance
terminates.",Add lifecycle hooks to Auto scaling group,Customise Termination policy to complete data copy before termination.,Suspend Terminate process which will avoid data loss.,,,2,AWS Arch Associate,5
"An application allows a manufacturing site to upload files. Each uploaded 3 GB file is
processed to extract metadata, and this process takes a few seconds per file. The
frequency at which the uploads happen is unpredictable. For instance, there may be no
updates for hours, followed by several files being uploaded concurrently.
What architecture addresses this workload in the most cost-efficient manner?","Use a Kinesis Data Delivery Stream to store the file. Use Lambda for
processing.","Use an SQS queue to store the file, to be accessed by a fleet of EC2
Instances.","Store the file in an EBS volume, which can then be accessed by another
EC2 Instance for processing.","Store the file in an S3 bucket. Use Amazon S3 event notification to
invoke a Lambda function for file processing.",,,4,AWS Arch Associate,5
"An application reads and writes objects to an S3 bucket. When the application is fully
deployed, the read/write traffic is expected to be 5,000 requests per second for the
addition of data and 7,000 requests per second to retrieve data.
How should the architect maximize the Amazon S3 performance?","Use as many S3 prefixes as you need in parallel to achieve the required
throughput.",Use the STANDARD_IA storage class.,"Prefix each object name with a hex hash key along with the current
date.",Enable versioning on the S3 bucket.,,,4,AWS Arch Associate,5
"You are deploying an application on Amazon EC2, which must call AWS APIs.
What method should you use to securely pass credentials to the application?",Pass API credentials to the instance using Instance userdata.,Store API credentials as an object in Amazon S3.,Embed the API credentials into your application.,Assign IAM roles to the EC2 Instances.,,,4,AWS Arch Associate,5
"A consulting firm repeatedly builds large architectures for their customers using AWS
resources from several AWS services including IAM, Amazon EC2, Amazon RDS,
DynamoDB and Amazon VPC. The consultants have architecture diagrams for each of their
architectures, and are frustrated that they cannot use them to automatically create their
resources.
Which service should provide immediate benefits to the organization?",AWS Beanstalk,AWS CloudFormation,AWS CodeBuild,AWS CodeDeploy,,,2,AWS Arch Associate,5
"An application currently stores all its data on Amazon EBS Volumes. All EBS volumes must
be backed up durably across multiple Availability Zones.
What is the MOST resilient and cost-effective way to back up the volumes?",Take regular EBS snapshots.,Enable EBS volume encryption.,Create a script to copy data to an EC2 Instance store.,Mirror data across 2 EBS volumes.,,,1,AWS Arch Associate,5
"A Solutions Architect is designing a shared service for hosting containers from several
customers on Amazon ECS. These containers will use several AWS services. A container
from one customer should not be able access data from another customer.
Which of the below solutions should the architect use to meet these requirements?",IAM roles for tasks,IAM roles for EC2 Instances,IAM Instance profile for EC2 Instances,Security Group rules,,,1,AWS Arch Associate,5
"An application needs to have a Data store hosted in AWS. The following requirements are
in place for the Data store:
a) An initial storage capacity of 8 TB
b) The ability to accommodate a database growth of 8GB per day
c) The ability to have 4 Read Replicas
Which of the following Data stores would you choose for this requirement?",DynamoDB,Amazon S3,Amazon Aurora,SQL Server,,,3,AWS Arch Associate,5
"A million images are required to be uploaded to S3. What option ensures optimal
performance in this case?",Use a sequential ID for the prefix.,Use a hexadecimal hash for the prefix.,Use a hexadecimal hash for the suffix.,Use a sequential ID for the suffix.,,,2,AWS Arch Associate,5
"A company is using a Redshift cluster to store their data warehouse. There is a
requirement from the Internal IT Security team to encrypt data for the Redshift database.
How can this be achieved?",Encrypt the EBS volumes of the underlying EC2 Instances.,Use AWS KMS Customer Default master key.,Use SSL/TLS for encrypting the data.,Use S3 Encryption.,,,2,AWS Arch Associate,5
"A company owns an API which currently gets 1000 requests per second. The company
wants to host this in a cost effective manner using AWS. Which one of the following
solution is best suited for this?",Use API Gateway with the backend services as it is.,Use the API Gateway along with AWS Lambda,Use CloudFront along with the API backend service as it is.,Use ElastiCache along with the API backend service as it is.,,,2,AWS Arch Associate,5
"A company plans to have their application hosted in AWS. This application has users
uploading files and then using a public URL for downloading them at a later stage. Which
of the following designs would help fulfill this requirement?",Have EBS Volumes hosted on EC2 Instances to store the files.,Use Amazon S3 to host the files.,"Use Amazon Glacier to host the files since this would be the cheapest
storageoption.",Use EBS Snapshots attached to EC2 Instances to store the files.,,,2,AWS Arch Associate,5
"A company has setup an application in AWS that interacts with DynamoDB. It is required
that when an item is modified in a DynamoDB table, an immediate entry is made to the
associating application. How can this be accomplished? Choose 2 answers from the
choices below.","Setup CloudWatch to monitor the DynamoDB table for changes. Then
trigger a Lambda function to send the changes to the application.","Setup CloudWatch logs to monitor the DynamoDB table for changes. Then
trigger AWS SQS to send the changes to the application.","Use DynamoDB streams to monitor the changes to the DynamoDB
table.","Trigger a lambda function to make an associated entry in the
application as soon as the DynamoDB streams are modified",,,3&4,AWS Arch Associate,5
"An application running on EC2 Instances processes sensitive information stored on
Amazon S3. This information is accessed over the Internet. The security team is concerned
that the Internet connectivity to Amazon S3 could be a security risk. Which solution will
resolve the security concern?",Access the data through an Internet Gateway.,Access the data through a VPN connection.,Access the data through a NAT Gateway.,Access the data through a VPC endpoint for Amazon S3.,,,4,AWS Arch Associate,5
"A company wants to have a fully managed data store in AWS. It should be a compatible
MySQL database, which is an application requirement. Which of the following databases
engines can be used for this purpose?",AWS RDS,AWS Aurora,AWS DynamoDB,AWS Redshift,,,2,AWS Arch Associate,5
"It is expected that only certain specified customers can upload images to the S3 bucket
for a certain period of time. As an architect what is your suggestion?","Create a secondary S3 bucket. Then, use an AWS Lambda to sync the
contents to the primary bucket.",Use Pre-Signed URLs instead to upload the images.,Use ECS Containers to upload the images.,Upload the images to SQS and then push them to the S3 bucket.,,,2,AWS Arch Associate,5
"You currently have the following architecture in AWS:
a. A couple of EC2 Instances located in us-west-2a
b. The EC2 Instances are launched via an Auto Scaling group.
c. The EC2 Instances sit behind a Classic ELB.
Which of the following additional steps should be taken to ensure the above architecture
conforms to a well-architected framework?",Convert the Classic ELB to an Application ELB.,Add an additional Auto Scaling Group.,Add additional EC2 Instances to us-west-2a.,Add or spread existing instances across multiple Availability Zones.,,,4,AWS Arch Associate,5
"A company has an entire infrastructure hosted on AWS. It wants to create code templates
used to provision the same set of resources in another region in case of a disaster in the
primary region. Which of the following services can help in this regard?",AWS Beanstalk,AWS CloudFormation,AWS CodeBuild,AWS CodeDeploy,,,2,AWS Arch Associate,5
"An application needs to have a messaging system in AWS. It is of the utmost importance
that the order of messages is preserved and duplicate messages are not sent. Which of
the following services can help fulfill this requirement?",AWS SQS FIFO,AWS SNS,AWS Config,AWS ELB,,,1,AWS Arch Associate,5
"An architecture consists of the following:
a) An active/passive infrastructure hosted in AWS
b) Both infrastructures comprise ELB, Auto Scaling, and EC2 resources
How should Route 53 be configured to ensure proper failover in case the primary
infrastructure were to go down?",Configure a primary routing policy.,Configure a weighted routing policy.,Configure a Multi-Answer routing policy.,Configure a failover routing policy.,,,4,AWS Arch Associate,5
"An instance is launched into a VPC subnet with the network ACL configured to allow
all outbound traffic and deny all inbound traffic. The instance’s security group is
configured to allow SSH from any IP address. What changes need to be made to allow
SSH access to the instance?","The Outbound Security Group needs to be modified to allow outbound
traffic.","The Inbound Network ACL needs to be modified to
allow inbound traffic","Nothing, it can be accessed from any IP address using SSH.","Both the Outbound Security Group and Outbound Network ACL need to be
modified toallow outbound traffic.",,,2,AWS Arch Associate,5
"You have created an AWS Lambda function that will write data to a DynamoDB table.
Which of the following must be in place to ensure that the Lambda function can interact
with the DynamoDB table?","Ensure an IAM Role is attached to the Lambda function which has the
required DynamoDB privileges.","Ensure an IAM User is attached to the Lambda function which has the
required DynamoDB privileges.",Ensure the Access keys are embedded in the AWS Lambda function.,Ensure the IAM user password is embedded in the AWS Lambda function.,,,1,AWS Arch Associate,5
"A company currently storing a set of documents in the AWS Simple Storage Service, is
worried about the potential loss if these documents are ever deleted. Which of the
following can be used to ensure protection from loss of the underlying documents in S3?
Choose 2 Options.",Enable Versioning for the underlying S3 bucket.,Copy the bucket data to an EBS Volume as a backup.,Create a Snapshot of the S3 bucket.,"Enable an IAM Policy which does not allow deletion of any document
from the S3 bucket.",,,1&4,AWS Arch Associate,5
"Your company is planning on using Route 53 as the DNS provider. There is a need to
ensure that the company's domain name points to an existing CloudFront distribution.
How can this be achieved?",Create an Alias record which points to the CloudFront distribution.,Create a host record which points to the CloudFront distribution.,Create a CNAME record which points to the CloudFront distribution.,Create a Non-Alias Record which points to the CloudFront distribution.,,,1,AWS Arch Associate,5
"You have a video transcoding application running on Amazon EC2. Each instance polls a
queue to find out which video should be transcoded, and then runs a transcoding process.
If this process is interrupted, the video gets transcoded by another instance based on the
queuing system. You have a large backlog of videos that need to be transcoded and you
would like to reduce this backlog by adding more instances. These instances will only be
needed until the backlog is reduced. What Amazon EC2 Instance type should you use to
reduce the backlog in the most cost-efficient way?",Reserved Instances,Spot Instances,Dedicated Instances,On-Demand Instances,,,2,AWS Arch Associate,5
"A company wants to build a brand new application on the AWS Cloud. They want to
ensure that this application follows the Microservices architecture. Which of the following
services can be used to build this sort of architecture? Choose 3 answers from the options
given below.",AWS Lambda,AWS ECS,AWS API Gateway,AWS Config,,,"1,2&3",AWS Arch Associate,5
"A company is planning to run a number of Admin related scripts using the AWS Lambda
service. There is a need to detect errors that occur while the scripts run. How can this be
accomplished in the most effective manner?",Use CloudWatch metrics and logs to watch for errors.,Use CloudTrail to monitor for errors.,Use the AWS Config service to monitor for errors.,Use the AWS Inspector service to monitor for errors.,,,1,AWS Arch Associate,5
"You have a small company that is only leveraging cloud resources like AWS Workspaces
and AWS Workmail. You want a fully managed solution to provide user management and
to set policies. Which AWS Directory Service would you recommend?",AWS Managed Microsoft AD for its full-blown AD features and capabilities,AD Connector for use with on-premises applications,AWS Cognito for its scalability and customization,"Simple AD for limited functionality and compatibility with desired
applications",,,4,AWS Arch Associate,5
"Your company has an application that takes care of uploading, processing and publishing
videos posted by users. The current architecture for this application includes the
following:
a) A set of EC2 Instances to transfer user uploaded videos to S3 buckets
b) A set of EC2 worker processes to process and publish the videos
c) An Auto Scaling Group for the EC2 worker processes
Which of the following can be added to the architecture to make it more reliable?",Amazon SQS,Amazon SNS,Amazon CloudFront,Amazon SES,,,1,AWS Arch Associate,5
"You have been tasked with creating a VPC network topology for your company. The VPC
network must support both internet-facing applications and internal-facing applications
accessed only over VPN. Both Internet-facing and internal-facing applications must be
able to leverage at least 3 AZs for high availability. How many subnets must you create
within your VPC to accommodate these requirements?",2,3,4,6,,,4,AWS Arch Associate,5
"An application consists of a web server and database server hosted on separate EC2
Instances. There are lot of read requests on the database which is degrading the
performance of the application. Which of the following can help improve the performance
of the database under this heavy load?",Enable Multi-AZ for the database.,Use an ElastiCache to improve the performance of the database., Place another web server in the architecture to take the load.,Place a CloudFront distribution in front of the database.,,,2,AWS Arch Associate,5
"A company currently hosts a lot of data on their On-premises location. They want to start
storing backups of this data on AWS. How can this be achieved in the most efficient way
possible?",Create EBS Volumes and store the data.,Create EBS Snapshots and store the data.,Make use of Storage Gateway Stored volumes.,Make use of Amazon Glacier.,,,3,AWS Arch Associate,5
"A company is hosting EC2 instances which focus on work-loads for non-production and
non-priority batch loads. Also, these processes can be interrupted at any time. What is the
best pricing model that can be used for EC2 instances in this case?",Reserved instances,On-Demand instances,Spot instances,Regular instances,,,3,AWS Arch Associate,5
"You need to ensure that new objects being uploaded to an s3 bucket are available in
another region. This is because of the criticality of the data that is hosted in the S3 bucket.
How can you achieve this in the easiest way possible?",Enable Cross-Region Replication for the bucket.,"Write a script to copy the objects to another bucket in the destination
region.",Create an S3 snapshot in the destination region.,Enable versioning which will copy the objects to the destination region.,,,1,AWS Arch Associate,5
"You work in the media industry and have created a web application where users will be
able to upload photos they create to your website. This web application must be able to
call the S3 API in order to be able to function. Where should you store your API credentials
whilst maintaining the maximum level of security?",Save the API credentials to your PHP files.,"Don’t save your API credentials. Instead, create a role in IAM and
assign this role to an EC2 instance when you first create it.",Save your API credentials in a public Github repository.,Pass API credentials to the instance using instance user data.,,,2,AWS Arch Associate,5
"IOT sensors monitor the number of bags that are handled at an airport. The data gets sent
back to a Kinesis stream with default settings. Every alternate day, the data from the
stream is sent to S3 for processing. But it is noticed that S3 is not receiving all of the data
that is being sent to the Kinesis stream. What could be the reason for this?","The sensors probably stopped working on somedays, hence data is not
sent to the stream.",S3 can only store data for a day.,"Data records are only accessible for a default of 24 hours from the
time they areadded to a stream.",Kinesis streams are not meant to handle IoT related data.,,,3,AWS Arch Associate,5
"Your organization is planning to build a BigData project on AWS. They need high data
transfer rates for huge workloads to stream through with better performance. They are
also looking for a solution which is cost effective. Which EBS storage type would you
choose in this scenario?",General Purpose SSD,Provisioned IOPS SSD,Throughput Optimized HDD,Cold HDD,,,3,AWS Arch Associate,5
Which of the following is an action you cannot perform on an EBS snapshot?,Create Image from snapshot.,Create EBS volume from snapshot.,Share a snapshot with another AWS account.,Make unencrypted copy of an encrypted snapshot.,,,4,AWS Arch Associate,5
"You are working as an AWS architect in your organization. An application is being
developed on AWS EC2 instance and would need a local volume with low latency to
handle database workloads. They figured out Provisioned IOPS SSD volume type suits
best. However, when the application team is launching an EC2 instance, they found an
option named “EBS-optimized”. They reached out to you asking the purpose of EBS
optimized instances. What do you suggest?","Amazon EBS–optimized instance provides additional, dedicated capacity for
Amazon EBS I/O.","Amazon EBS-optimized instance comes with instance store ephemeral storage
which provides faster throughput.","EBS-optimized is a configuration on the EBS volume, not an option on EC2
instance.","Amazon EBS-optimized instances cannot have Provisioned IOPS SSD volume
types. They only work with General Purpose SSD, Throughput optimized HDD,
Cold HDD",,,1,AWS Arch Associate,5
Which of the following is not an AWS CloudWatch metric for EBS Volumes?,VolumeReadBytes,VolumeWriteOps,VolumeThroughputPercentage,VolumeRemainingSize,,,4,AWS Arch Associate,5
"Your company is planning on setting up a web-based application onto AWS. This would
be a content-based system wherein you have users across the world who would want to
access the content. You have to ensure that users across the world get a seamless user
experience when using the web application. Which of the below AWS service needs to be
part of the architecture for this application?",Amazon SES,Amazon Cloudtrail,Amazon CloudFront,Amazon S3,,,3,AWS Arch Associate,5
"Your company currently has setup their data store on AWS DynamoDB. One of your main
revenue generating applications uses the tables in this service. Your application is now
expanding to 2 different other locations and you want to ensure that the latency for data
retrieval is the least from the new regions. Which of the following can help accomplish
this?",Place a cloudfront distribution in front of the database,Enable Multi-AZ for DynamoDB,Place an ElastiCache in front of DynamoDB,Enable global tables for DynamoDB,,,4,AWS Arch Associate,5
"A company is planning on moving their applications to the AWS Cloud. They have some
large SQL data sets that need to be hosted in a data store on the cloud. The data store
needs to have features available for disaster recovery as well. Which of the following
service should be considered for this requirement.",Amazon DynamoDB,Amazon Redshift,Amazon Kinesis,Amazon Simple Queue Service,,,2,AWS Arch Associate,5
"Your company has setup EC2 Instances in a VPC for their application. The IT Security
department needs to understand what the security mechanisms are available to protect
the Instances when it comes to traffic going in and out of the instance. What are the two
layers of security provided by AWS in the VPC? Choose 2 answers from the options given
below",Security Groups,NACLs,DHCP Options,Route Tables,,,1&2,AWS Arch Associate,5
"Your company is planning on developing and deploying an application onto AWS. The
application will follow a microservices based architecture which will involve the
deployment of several docker containers. Which of the following services is ideal for this
scenario?",DynamoDB,Simple Queue Service,Elastic Container Service,CodeCommit,,,3,AWS Arch Associate,5
Which of the following statement defines task definition?,JSON template that describes containers which forms your application.,Template for a program that runs inside AWS ECS Cluster.,AWS managed service that launches ECS clusters.,"Template that defines actions for each IAM user on the ECS cluster and its
containers.",,,1,AWS Arch Associate,5
Which of the following are the parameters specified in task definition? (choose 3 options),The Docker images to use with the containers in your task.,EC2 instance types to be used as container instances.,How much CPU and memory to use with each container.,AWS VPC and subnets to launch containers in.,The command the container should run when it is started.,,"1,3&5",AWS Arch Associate,5
"You are working for an organization which is actively using AWS. They have noticed that
few AWS ECS clusters are running and they do not know who and when the clusters are
created. They tasked you to find out the logs regarding this. What will you do?",Check CloudWatch event logs.,Check CloudTrail logs.,Check CloudWatch metrics dashboard.,Check Trusted Advisor.,,,2,AWS Arch Associate,5
"You have two VPCs in different regions ( VPC A and VPC B) peered with each other. You
have created an EFS for VPC A. When you tried to mount the EFS on EC2 instances on
VPC B, you are getting connection timed out error. What can cause this ( choose 2
options",AWS EFS takes upto an hour after creation to make mount targets available.,Security group is not created for EFS mount target,"Security group on mount targets does not have NFS port open to VPC
B’s EC2 instances.",EFS cannot be mounted through VPC peering.,,,2&3,AWS Arch Associate,5
"You are building a content serving web application on 5 EC2 instances load balanced.
Total content size stored may not exceed 25 GB. You have chosen EFS for content
storage. The content is accessed frequently by large number of users. Which throughput
mode would you choose inorder to make sure that application on EC2 instances to EFS
data transfer will not have performance bottleneck?","Throughput mode = Bursting, provides a consistent high throughput for
smaller data sizes.","Throughput mode = Bursting, automatically bursts throughput based on the
requests irrespective of EFS data size","Throughput mode = Provisioned, you can configure specific throughput irrespective","Throughput mode = Provisioned, AWS provisions high throughput for
smaller data sizes and vice versa.",,,3,AWS Arch Associate,5
Which of the following are valid integration sources for API Gateway? (choose 3 options),Public facing HTTP-based endpoints outside AWS network.,Lambda functions from another account.,Database connections on internet outside AWS network.,VPC Link,SFTP connection,,"1,2&4",AWS Arch Associate,5
"Your organization would need to expose certain services to its customer. You have
created and deployed REST API for your organization using AWS API Gateway over public
internet. However, you noticed requests from hosts other than your customer. How would
you control access in this scenario?
(choose 2 options)","Establish DirectConnect to each of your customer’s network and enable API
Gateway’s VPC Link through a private VPC.","Enable CORS and add required host names under Access-Control-
Allow-Origin.",Configure your customer’s IP address ranges in resource policy.,Create IAM users for your customers and enable user authentication,"Generate and distribute Client Certificate to customer. Ask them to use the
certificate while sending requests.",,2&3,AWS Arch Associate,5
"You have a requirement to create a REST API using AWS API Gateway with Lambda as
backend system and Oracle RDS instance as database. You have created API methods,
Lambda function code and spinned up Oracle RDS instance in a private VPC with no
Internet Gateway. When you are trying to connect to RDS instance from your Lambda,
connection getting failed. What could be the reason? (choose 2 options)",Lambda execution role does not have policy to access RDS instance.,Lambda function is running in “no VPC” network mode.,"Lambda is running in same VPC as RDS, but RDS instance security
group is not allowing connections from Lambda subnet range.",RDS instance is not configured as destination in Lambda setup.,,,2&3,AWS Arch Associate,5
"When configuring AWS SQS as event source for AWS Lambda function, what is the
maximum batch size supported by AWS SQS for ReceiveMessage call?",20,40,10,100,,,3,AWS Arch Associate,5
Which of the following is a valid AWS Lambda configuration?,64 MB memory and 212 seconds timeout.,1376 MB memory and 120 seconds timeout.,2112 MB memory and 10 seconds timeout.,3072 MB memory and 300 seconds timeout.,,,3,AWS Arch Associate,5
"You are setting up AWS Lambda function to receive messages from SQS queue, process
the message body and insert one record in MySQL RDS instance. You have setup SQS
event trigger as AWS Lambda function. However, for connecting to RDS instance, you
need MySQL details such as hostname, username and password. Where would you
configure them?","Use environment variables to pass configuration. They are automatically
encrypted by AWS default KMS keys and decrypted when used in Lambda
function.","Use environment variables to pass configuration. Use encryption helpers to
encrypt sensitive information by your own KMS key. Decrypt the variable
using decryption helper code provided in the console.","Use properties file in AWS Lambda function for any such configuration. Properties
files are encrypted by AWS in transit and at rest.","Store such configuration in AWS S3 bucket and enable encryption on S3 bucket.
Perform S3 get object to get the configuration details in the Lambda function
code.",,,2,AWS Arch Associate,5
"Which of the following statement is not true with respect to default retry behaviour of
AWS Lambda function?","With synchronous invocation, the invoking application receives a 429
error and is responsible for retries.","With asynchronous invocation, if AWS Lambda is unable to fully process
the event and if you don't specify a Dead Letter Queue (DLQ), the event will
be discarded.","With Poll-based (or pull model) event sources that are stream-based, when
a Lambda function invocation fails, AWS Lambda attempts to process the
erring batch of records until the time the data expires, which can be up to
seven days.","With Poll-based event sources that are not stream-based, if the invocation
fails or times out, the message will be returned to the queue and will be
available for invocation once the Visibility Timeout period expires.",,,1,AWS Arch Associate,5
"Your organization had setup Auto Scaling for an EC2 instance. They intend to launch one
additional new instance with same configuration automatically when the workload
increases and shut it down automatically when the workload is back to normal. However,
for security reasons, they have applied operating system patches to the main instance and
would like this to be reflected when Auto Scaling group launches new EC2 instance. What
would happen in this scenario?","Auto Scaling group will launch new EC2 instance from the main instance latest
snapshot. New instance will have updated patches.","Create an image out of main EC2 instance and update Auto Scaling group
configuration with new image AMI ID.","Create an image out of main EC2 instance and update Launch Configuration with
new image AMI ID.","Create an image out of main EC2 instance, create a new Launch
Configuration with new image AMI ID, update Auto Scaling group with new
Launch Configuration ID",,,4,AWS Arch Associate,5
"In an AWS Setup of a company, a web-based application has a fleet of 10 EC2 instances. 7
EC2 instances are present in Availability Zone A whereas 3 EC2 instances in Availability
Zone B. The percentage (%) of requests received in Availability Zone B is greater than the
percentage (%) of requests in Availability Zone A. Which of the following statements are
correct as per given scenario? Please select 2 correct options.",Use Application Load Balancer to achieve this ability.,Enable “split traffic equally” checkbox under load balancer configuration.,Enable Cross-Zone Load Balancing,Use Network Load Balancer to achieve his ability.,,,1&3,AWS Arch Associate,5
"Which of the following are features for monitoring application load balancer? Choose the
3 correct options.",CloudWatch metrics,Request tracing,VPC Flow Logs,CloudTrail logs,EC2 Flow Logs,,"1,2&4",AWS Arch Associate,5
